Released,Title,ProdBudget,DomesticBO,InternationalBO,CPI,InflAdjBudget,InflAdjDomesticBO
2000-11-17,How the Grinch Stole Christmas,1.23e+08,260044825,85096578,174.1,178345761.056864,377056034.337593
2000-12-22,Cast Away,8.5e+07,233632142,193598374,174,123317902.298851,338953243.070908
2000-05-24,Mission: Impossible 2,1.2e+08,215409889,334178627,171.5,176633702.623907,317072052.298956
2000-05-05,Gladiator,1.03e+08,187683805,2.7e+08,171.5,151610594.752187,276260711.664111
2000-12-15,What Women Want,6.5e+07,182805123,191300000,174,94301925.2873563,265213462.327569
2000-06-30,The Perfect Storm,1.2e+08,182618434,146093000,172.4,175711600.928074,267401478.309316
2000-10-06,Meet the Parents,5.5e+07,166225040,164200000,174,79793936.7816092,241159096.968736
2000-07-14,X-Men,7.5e+07,157299717,139572650,172.8,109565538.194444,229795042.012517
2000-07-07,Scary Movie,1.9e+07,157019771,120180229,172.8,27756603.0092593,229386076.223779
2000-07-21,What Lies Beneath,9e+07,155464351,133229638,172.8,131478645.833333,227113803.831534
2000-05-19,Dinosaur,127500000,137748063,218400000,171.5,187673309.037901,202757919.974676
2000-12-08,"Crouching Tiger, Hidden Dragon",1.5e+07,128067808,85446864,174,21761982.7586207,185800628.642023
2000-03-17,Erin Brockovich,5e+07,125548685,132256558,171.2,73726343.4579439,185124909.420064
2000-11-03,Charlie's Angels,9e+07,125305545,134430545,174.1,130496898.334291,181688721.850976
2000-12-27,Traffic,4.8e+07,124107476,84192524,174,69638344.8275862,180054983.528529
2000-07-28,Nutty Professor II: The Klumps,8.4e+07,123307945,4.3e+07,172.8,122713402.777778,180137351.434346
2000-06-02,Big Momma's House,3.3e+07,117559438,5.6e+07,172.4,48320690.2552204,172137975.459872
2000-09-29,Remember the Titans,3e+07,115654751,21051932,173.7,43599136.4421416,168081575.634364
2000-06-28,The Patriot,1.1e+08,113330342,101969658,172.4,161068967.517401,165945465.221218
2000-12-22,Miss Congeniality,4.5e+07,106807667,106613284,174,65285948.2758621,154956440.516167
2000-06-21,Chicken Run,4.2e+07,106793915,1.21e+08,172.4,61499060.324826,156374414.783556
2000-06-09,Gone in 60 Seconds,103300000,101643008,1.31e+08,172.4,151258403.132251,148832130.490209
2000-11-22,Unbreakable,73243106,94999143,153100000,174.1,106199979.52633,137745483.399064
2000-06-23,"Me, Myself & Irene",5.1e+07,90570999,58700000,172.4,74677430.3944316,132619793.599542
2000-08-04,Space Cowboys,6.5e+07,90454043,38420000,172.8,94956799.7685185,132141945.375446
2000-12-15,The Emperor's New Groove,1e+08,89296573,8e+07,174,145079885.057471,129551365.468661
2000-02-04,Scream 3,4e+07,89138076,72700000,169.8,59467373.3804476,132520181.197668
2000-04-21,U-571,6.2e+07,77086030,50544000,171.3,91367297.1395213,113599067.876065
2000-11-17,Rugrats in Paris,3e+07,76501438,26783375,174.1,43498966.1114302,110924448.634589
2000-12-22,The Family Man,6e+07,75764085,48951778,174,87047931.0344828,109918447.432845
2000-08-04,Hollow Man,9e+07,73209340,117990660,172.8,131478645.833333,106949609.839468
2000-12-15,Chocolat,2.5e+07,71309760,81190583,174,36269971.2643678,103456117.842759
2000-06-16,Shaft,53012938,70327868,36862240,172.4,77624901.7156728,102978518.967819
2000-07-07,The Kid,6.5e+07,69688384,0,172.8,94956799.7685185,101805937.318148
2000-05-19,Road Trip,1.6e+07,68525609,51213501,171.5,23551160.3498542,100866100.351901
2000-12-08,Vertical Limit,7.5e+07,68473360,145026640,174,108809913.793103,99341071.9829885
2000-08-25,Bring it On,1e+07,68353550,22100000,172.8,14608738.4259259,99855913.2433449
2000-11-22,102 Dalmatians,8.5e+07,66941559,0,174.1,123247070.649052,97062953.5462435
2000-04-07,Rules of Engagement,6e+07,61322858,10397073,171.3,88419964.9737303,90369415.9408173
2000-08-18,The Cell,3.5e+07,61280963,24630263,172.8,51130584.4907407,89523755.8955845
2000-03-10,Mission to Mars,9e+07,60874615,45125385,171.2,132707418.224299,89761255.4672021
2000-08-04,Coyote Ugly,4.5e+07,60786269,53130205,172.8,65739322.9166667,88801070.370897
2000-02-11,Snow Day,1.3e+07,60008303,2444624,169.8,19326896.3486455,89213404.0107008
2000-02-18,The Whole Nine Yards,2.4e+07,57262492,28265375,169.8,35680424.0282685,85131249.8114723
2000-01-12,Next Friday,9500000,57176582,2498725,168.8,14207171.2085308,85507104.1676422
2000-05-26,Shanghai Noon,5.5e+07,56932305,14257530,171.5,80957113.7026239,83801365.258863
2000-03-22,Romeo Must Die,2.5e+07,55973336,35063424,171.2,36863171.728972,82534187.888458
2000-10-20,Dolphins,0,5.4e+07,15600000,174,0,78343137.9310345
2000-03-17,Final Destination,2.3e+07,53302314,58734556,171.2,33914117.9906542,78595694.1813435
2000-12-19,Finding Forrester,4.3e+07,51768623,28245000,174,62384350.5747127,75105858.7442356
2000-03-31,The Road to El Dorado,9.5e+07,50802661,14897339,171.2,140080052.570093,74909888.6692699
2000-11-10,Men of Honor,3.2e+07,48814909,33524574,174.1,46398897.1855256,70779935.7441183
2000-12-15,"Dude, Where's My Car?",1.3e+07,46729374,26450923,174,18860385.0574713,67794922.0872759
2000-02-11,The Tigger Movie,2e+07,45542421,50605267,169.8,29733686.6902238,67707203.8564134
2000-12-22,"O Brother, Where Art Thou?",2.6e+07,45506619,30257195,174,37720770.1149425,66020950.5387414
2000-04-28,Frequency,3.1e+07,44983704,23095967,171.3,45683648.5697607,66290958.8678109
2000-08-11,The Replacements,5e+07,44737059,5317452,172.8,73043692.1296296,65355199.2876215
2000-07-21,Pokemon 2000,3e+07,43746923,90200000,172.8,43826215.2777778,63908735.5046123
2000-02-11,The Beach,5e+07,39778599,0,169.8,74334216.7255595,59138219.9821025
2000-11-10,Little Nicky,8e+07,39442871,18827520,174.1,115997242.963814,57190803.6322171
2000-02-18,Pitch Black,2.3e+07,39235088,13947000,169.8,34193739.6937574,58330190.692768
2000-08-18,The Original Kings of Comedy,3e+06,38168022,68316,172.8,4382621.52777778,55758664.9632986
2000-10-20,Bedazzled,4.8e+07,37879996,52496228,174,69638344.8275862,54956254.6565747
2000-08-11,Autumn in New York,4e+07,37752931,52964753,172.8,58434953.7037037,55152269.379103
2000-04-14,Keeping the Faith,2.9e+07,37036404,8300000,171.3,42736316.4039696,54579292.4072154
2000-04-14,28 Days,4.3e+07,37035515,25028457,171.3,63367641.5645067,54577982.3180677
2000-11-17,Bounce,3.5e+07,36805288,16620004,174.1,50748793.7966686,53366399.1811143
2000-02-18,Hanging Up,4e+07,36037909,15829814,169.8,59467373.3804476,53576994.7588398
2000-04-28,The Flintstones in Viva Rock Vegas,5.8e+07,35231365,24200000,171.3,85472632.8079393,51919267.6546118
2000-03-31,The Skulls,1.5e+07,35007180,0,171.2,22117903.0373832,51619027.5234813
2000-12-22,Thirteen Days,8e+07,34566746,31987801,174,116063908.045977,50149395.3649081
2000-11-17,The 6th Day,8.2e+07,34543701,61481197,174.1,118897174.037909,50087175.9720793
2000-01-12,My Dog Skip,7e+06,34099640,1695679,168.8,10468441.943128,50995728.8030806
2000-04-28,Where the Heart Is,1.5e+07,33771174,7090880,171.3,22104991.2434326,49767433.7033625
2000-10-20,Pay it Forward,4e+07,33508922,22187783,174,58031954.0229885,48614705.5215977
2000-12-22,Dracula 2000,2.8e+07,33000377,0,174,40622367.816092,47876909.0201322
2000-04-07,Return to Me,2.4e+07,32662299,0,171.3,35367985.9894921,48133322.2256918
2000-12-08,Proof of Life,6.5e+07,32598931,30162074,174,94301925.2873563,47294491.6247644
2000-09-15,Almost Famous,6e+07,32522352,14848839,173.7,87198272.8842833,47264882.0755786
2000-11-03,The Legend of Bagger Vance,6e+07,30695227,8540259,174.1,86997932.2228604,44507021.3018553
2000-08-25,The Art of War,4e+07,30199105,0,172.8,58434953.7037037,44117082.5642072
2000-12-08,Snatch,1e+07,30093107,53500000,174,14507988.5057471,43659045.0458218
2000-08-11,Bless the Child,4e+07,29374178,11061516,172.8,58434953.7037037,42911968.2878588
2000-09-08,The Watcher,3.3e+07,28946615,18321214,173.7,47959050.0863558,42068247.2307714
2000-04-21,Love and Basketball,1.5e+07,27441122,268503,171.3,22104991.2434326,40439050.7679977
2000-03-31,High Fidelity,2e+07,27277055,20604608,171.2,29490537.3831776,40220750.5090245
2000-10-27,Book of Shadows: Blair Witch 2,1.5e+07,26421314,21300000,174,21761982.7586207,38332011.9818736
2000-06-30,The Adventures of Rocky & Bullwinkle,7.6e+07,26000610,9129000,172.4,111284013.921114,38071740.0683875
2000-09-08,Nurse Betty,2.4e+07,25170054,2562312,173.7,34879309.1537133,36579753.9534024
2000-02-25,Reindeer Games,3.6e+07,23360779,0,169.8,53520636.0424028,34730104.181278
2000-06-16,Titan A.E.,7.5e+07,22751979,1.4e+07,172.4,109819750.580046,33314888.7864327
2000-10-13,Billy Elliot,5e+06,21995263,87268201,174,7253994.25287356,31910702.2784885
2000-06-16,Boys and Girls,1.6e+07,21799652,0,172.4,23428213.4570766,31920431.2716241
2000-05-12,Battlefield Earth: A Saga of the Year…,8e+07,21471685,8253978,171.5,117755801.749271,31605193.526035
2000-09-22,Urban Legends: Final Cut,1.5e+07,21468807,17105555,173.7,21799568.2210708,31200714.8547668
2000-01-21,Down to You,9e+06,20035310,0,168.8,13459425.3554502,29962639.9353673
2000-02-23,Wonder Boys,3.5e+07,19389454,14033031,169.8,52033951.7078916,28825997.5165253
2000-03-10,The Ninth Gate,3.8e+07,18653746,39740562,171.2,56032021.0280374,27505449.687465
2000-05-05,Michael Jordan to the MAX,7e+06,18642318,0,171.5,10303632.6530612,27440513.7819359
2000-09-27,Best in Show,6e+06,18621249,2074164,173.7,8719827.28842833,27062345.8624698
2001-11-16,Harry Potter and the Sorcerer’s Stone,1.25e+08,317575550,657179821,177.4,177874154.453213,451907859.450113
2001-12-19,The Lord of the Rings: The Fellowship…,1.09e+08,315544750,571666235,176.7,155720718.732315,450796837.267968
2001-11-02,"Monsters, Inc.",1.15e+08,289423425,270334294,177.4,163644222.096956,411847576.006623
2001-05-18,Shrek,5e+07,267655011,224157783,177.7,71029544.1755768,380228268.55278
2001-08-03,Rush Hour 2,9e+07,226164286,121261546,177.5,127997239.43662,321648936.301713
2001-05-04,The Mummy Returns,9.8e+07,202007640,233032755,177.7,139217906.584131,286970211.78368
2001-05-25,Pearl Harbor,151500000,198539855,250700000,177.7,215219518.851998,282043908.026702
2001-12-07,Ocean's Eleven,8.5e+07,183417150,267311379,176.7,121433588.002264,262035325.00764
2001-07-18,Jurassic Park III,9.3e+07,181166115,184733885,177.5,132263814.084507,257652917.771747
2001-07-27,Planet of the Apes,1e+08,180011740,182200000,177.5,142219154.929577,256011175.402028
2001-12-21,A Beautiful Mind,7.8e+07,170708996,146959062,176.7,111433174.872666,243880069.276989
2001-02-09,Hannibal,8.7e+07,165092266,185008014,175.8,124927150.170648,237063290.880398
2001-08-10,American Pie 2,3e+07,145096820,141403180,177.5,42665746.4788732,206355471.23369
2001-06-22,The Fast and the Furious,3.8e+07,144512310,6.2e+07,178,53891471.9101124,204946870.921854
2001-06-15,Lara Croft: Tomb Raider,9.4e+07,131144183,142186002,178,133310483.146067,185988238.271556
2001-06-22,Dr. Dolittle 2,7.2e+07,112950721,63151000,178,102110157.303371,160186331.789433
2001-03-30,Spy Kids,3.5e+07,112692062,8.5e+07,176.2,50143955.7321226,161452164.808275
2001-12-28,Black Hawk Down,9.5e+07,108638745,51052340,176.7,135719892.473118,155204618.840153
2001-08-03,The Princess Diaries,3e+07,108244774,57090000,177.5,42665746.4788732,153944802.838231
2001-12-14,Vanilla Sky,7e+07,100614858,102111747,176.7,100004131.295982,143741449.56798
2001-08-10,The Others,1.7e+07,96522687,111242369,177.5,24177256.3380282,137273749.766721
2001-07-13,Legally Blonde,1.8e+07,96493426,45315809,177.5,25599447.8873239,137232135.019797
2001-07-20,America's Sweethearts,4.6e+07,93607673,67040820,177.5,65420811.2676056,133128041.489842
2001-07-04,Cats & Dogs,6e+07,93375151,107324849,177.5,85331492.9577465,132797350.666417
2001-01-12,Save the Last Dance,1.3e+07,91038276,31206053,175.1,18741901.7704169,131248494.318469
2001-06-08,Atlantis: The Lost Empire,9e+07,84052762,101996258,178,127637696.629213,119203343.744483
2001-12-21,Jimmy Neutron: Boy Genius,2.5e+07,80936232,22056304,176.7,35715761.1771364,115627965.307572
2001-06-29,Artificial Intelligence: AI,9e+07,78616689,157283311,178,127637696.629213,111493923.339725
2001-10-05,Training Day,4.5e+07,76261036,28244326,177.7,63926589.7580191,108335732.508745
2001-04-06,Along Came a Spider,2.8e+07,74058698,31100387,176.9,39956427.3600904,105682892.393567
2001-04-13,Bridget Jones's Diary,2.5e+07,71500556,210026602,176.9,35675381.5715093,102032384.715003
2001-07-04,Scary Movie 2,4.5e+07,71277420,69911681,177.5,63998619.7183099,101370144.379606
2001-07-13,The Score,6.8e+07,71069884,42472207,177.5,96709025.3521127,101074988.434231
2001-11-09,Shallow Hal,4e+07,70836296,0,177.4,56919729.4250282,100799570.04478
2001-06-08,Swordfish,8e+07,69772969,77307444,178,113455730.337079,98951789.4460168
2001-03-02,The Mexican,4e+07,66808615,78429635,176.2,57307377.9795687,95715663.802412
2001-02-16,Down to Earth,3e+07,64172251,7e+06,175.8,43078327.6450512,92147775.1432821
2001-11-21,Spy Game,9e+07,62362560,80687000,177.4,128069391.206313,88741501.0363021
2001-01-26,The Wedding Planner,2.8e+07,60400856,34327673,175.1,40367173.0439749,87078993.0770074
2001-11-30,Behind Enemy Lines,4e+07,58855732,0,177.4,56919729.4250282,83751308.5137993
2001-12-25,Ali,1.09e+08,58183966,29500000,176.7,155720718.732315,83123385.3597849
2001-05-18,Moulin Rouge,5.3e+07,57386369,121814219,177.7,75291316.8261114,81522552.639229
2001-08-17,Rat Race,4.8e+07,56607223,3e+07,177.5,68265194.3661972,80506314.1797014
2001-05-11,A Knight’s Tale,4.1e+07,56083966,44538620,177.7,58244226.223973,79672370.810771
2001-06-01,The Animal,2.2e+07,55762229,0,178,31200325.8426966,79081805.2052303
2001-09-28,Don’t Say a Word,5e+07,54997476,49490907,178.3,70790521.5928211,77866000.2465732
2001-04-06,Blow,3e+07,52990775,30291521,176.9,42810457.8858112,75618644.7157999
2001-12-14,The Royal Tenenbaums,2.8e+07,52353636,19077240,176.7,40001652.5183928,74793998.4052292
2001-03-16,Exit Wounds,3.3e+07,51758599,28200000,176.2,47278586.8331442,74153739.9146481
2001-03-16,Enemy at the Gates,8.5e+07,51396781,45574512,176.2,121778178.206583,73635368.8925028
2001-08-13,K-PAX,4.8e+07,50315140,0,177.5,68265194.3661972,71557766.9096338
2001-10-05,Serendipity,2.8e+07,50255310,27221987,177.7,39776544.738323,71392235.2340461
2001-12-25,Kate and Leopold,4.8e+07,47095453,23842325,176.7,68574261.4601019,67281998.0750821
2001-11-02,Domestic Disturbance,5.3e+07,45207112,9e+06,177.4,75418641.4881623,64329414.5781736
2001-09-28,Zoolander,2.8e+07,45172250,15608731,178.3,39642692.0919798,63955342.7804262
2001-11-02,The One,4.9e+07,43905746,28783380,177.4,69726668.5456595,62477579.5631003
2001-10-26,Thirteen Ghosts,1.9e+07,41867960,26600000,177.7,26991226.7867192,59477242.2872257
2001-10-12,Bandits,7.5e+07,41523271,3e+07,177.7,106544316.263365,58987580.236179
2001-12-26,Gosford Park,1.8e+07,41300105,0,176.7,25715348.0475382,59002587.4708263
2001-03-23,Heartbreakers,3.8e+07,40334024,17419801,176.2,54442009.0805902,57785928.9701249
2001-12-28,I Am Sam,2.2e+07,40270895,52271523,176.7,31429869.83588,57532226.7283814
2001-09-14,Hardball,2.1e+07,40222729,3505831,178.3,29732019.0689849,56947759.3159338
2001-06-08,Evolution,8e+07,38311134,60030798,178,113455730.337079,54332721.1001461
2001-08-31,Jeepers Creepers,1e+07,37904175,21034860,177.5,14221915.4929577,53906997.3680282
2001-12-14,Not Another Teen Movie,1.5e+07,37882551,24518792,176.7,21429456.7062818,54120165.7718676
2001-07-06,Kiss of the Dragon,2.5e+07,36833473,0,177.5,35554788.7323944,52384254.0318141
2001-02-16,Recess: School's Out,1e+07,36696761,7754709,175.8,14359442.5483504,52694503.1290045
2001-11-23,In the Bedroom,1700000,35930604,6207267,177.4,2419088.5005637,51129006.4439459
2001-11-21,Black Knight,3.5e+07,33422806,0,177.4,49804763.2468997,47560426.8536302
2001-03-02,See Spot Run,1.6e+07,33357476,9700076,176.2,22922951.1918275,47790737.1394098
2001-11-02,Le Fabuleux destin d'Amélie Poulain,10350000,33201661,1.41e+08,177.4,14727979.988726,47245739.0145378
2001-04-27,Driven,7.2e+07,32616869,2.2e+07,176.9,102745098.925947,46544769.8897174
2001-06-01,What's the Worst That Could Happen?,3e+07,32267774,6194297,178,42545898.8764045,45762048.3190225
2001-07-11,Final Fantasy: The Spirits Within,1.37e+08,32131830,5.3e+07,177.5,194840242.253521,45697617.0894084
2001-10-19,From Hell,3.5e+07,31598308,37114057,177.7,49720680.9229038,44888268.2791896
2001-12-26,Monster's Ball,4e+06,31273922,12492541,176.7,5714521.78834182,44678877.1689757
2001-12-21,How High,1.2e+07,31155435,66960,176.7,17143565.3650255,44509603.0331919
2001-08-24,Jay and Silent Bob Strike Back,2.2e+07,30059386,3703014,177.5,31288214.084507,42750204.7462197
2001-01-12,Double Take,2.4e+07,29823162,0,175.1,34600434.0376927,42995597.8990177
2001-10-19,Riding in Cars with Boys,4.7e+07,29781453,0,177.7,66767771.5250422,42307260.6295273
2001-06-27,Baby Boy,1.6e+07,28734552,0,178,22691146.0674157,40751244.7883596
2001-12-21,The Majestic,7.2e+07,27796042,9510292,176.7,102861392.190153,39710271.9096661
2001-03-23,The Brothers,6e+06,27457409,500782,176.2,8596106.6969353,39337802.8975653
2001-03-30,Someone Like You,2.3e+07,27338033,11346873,176.2,32951742.338252,39166774.758723
2001-04-11,Joe Dirt,1.6e+07,27087695,3900000,176.9,22832244.205766,38654554.2007066
2001-09-07,The Musketeer,4e+07,27053815,0,178.3,56632417.2742569,38303073.4985137
2001-04-20,Crocodile Dundee in Los Angeles,2.5e+07,25590119,13802992,176.9,35675381.5715093,36517490.3914132
2001-03-16,Memento,5e+06,25544867,14178229,176.2,7163422.24744608,36597733.7151703
2001-08-17,Captain Corelli's Mandolin,5.7e+07,25528495,36569000,177.5,81064918.3098592,36306409.8552394
2001-02-16,Sweet November,4e+07,25288103,40466125,175.8,57437770.1934016,36312306.2185267
2001-03-09,15 Minutes,4.2e+07,24375436,31956428,176.2,60172746.8785471,34922308.1067196
2001-09-28,Hearts in Atlantis,3.1e+07,24185781,6700000,178.3,43890123.3875491,34242481.0423948
2001-05-18,Angel Eyes,3.8e+07,24044532,5500000,177.7,53982453.5734384,34157442.9575014
2001-10-12,Corky Romano,1.1e+07,23978402,1137701,177.7,15626499.7186269,34063499.2823748
2001-11-09,Heist,3.5e+07,23483357,5423460,177.4,49804763.2468997,33416658.1607835
2001-04-11,Kingdom Come,7e+06,23247539,146400,176.9,9989106.84002261,33174592.9769418
2001-12-21,Joe Somebody,3.8e+07,22770864,1745126,176.7,54287956.9892473,32531149.6168421
2001-09-07,Two Can Play That Game,1.3e+07,22235901,155549,178.3,18405535.6141335,31481820.5975266
2001-10-05,Joy Ride,2.3e+07,21973182,0,177.7,32673590.3207653,31214902.0309398
2001-02-02,Valentine,1e+07,20384136,0,175.8,14359442.5483504,29270482.9789761
2002-05-03,Spider-Man,1.39e+08,403706375,4.18e+08,179.8,195155845.38376,566803301.438404
2002-12-18,The Lord of the Rings: The Two Towers,9.4e+07,342548984,592150661,180.9,131173388.612493,478013946.777092
2002-05-16,Star Wars Ep. II: Attack of the Clones,1.15e+08,310676740,346018875,179.8,161459872.080089,436189797.379644
2002-11-15,Harry Potter and the Chamber of Secrets,1e+08,261987880,616991754,181.3,139238279.095422,364787415.550579
2002-04-19,My Big Fat Greek Wedding,5e+06,241438208,133451826,179.8,7019994.43826474,338978975.468921
2002-08-02,Signs,70702619,227969295,180300000,180.7,98771989.1407914,318474492.86389
2002-07-25,Austin Powers in Goldmember,6.3e+07,213117789,83220874,180.1,88304591.8933926,298718720.362971
