movie,distributor,gross,percent_change,theaters,per_theater,total_gross,days,date,lc_movie
The Exorcism of Emily Rose,Sony Pictures,11953674,6,2981,4010,23232317,2,2005-09-10,the exorcism of emily rose
The Cave,Sony Pictures,596556,47,1871,319,13349859,16,2005-09-10,the cave
The Exorcism of Emily Rose,Sony Pictures,6821983,-43,2981,2288,30054300,3,2005-09-11,the exorcism of emily rose
The Cave,Sony Pictures,352505,-41,1871,188,13702364,17,2005-09-11,the cave
The Exorcism of Emily Rose,Sony Pictures,1940000,-72,2981,651,31994000,4,2005-09-12,the exorcism of emily rose
The Cave,Sony Pictures,91044,-74,1871,49,13793408,18,2005-09-12,the cave
The Exorcism of Emily Rose,Sony Pictures,1711925,-12,2981,574,33671000,5,2005-09-13,the exorcism of emily rose
The Cave,Sony Pictures,93190,2,1871,50,13886598,19,2005-09-13,the cave
The Exorcism of Emily Rose,Sony Pictures,1515000,-12,2981,508,35158000,6,2005-09-14,the exorcism of emily rose
The Cave,Sony Pictures,92908,,1871,50,13979506,20,2005-09-14,the cave
The Exorcism of Emily Rose,Sony Pictures,1523712,1,2981,511,36709391,7,2005-09-15,the exorcism of emily rose
The Cave,Sony Pictures,95701,3,1871,51,14075207,21,2005-09-15,the cave
The Exorcism of Emily Rose,Sony Pictures,5041034,231,2983,1690,41750425,8,2005-09-16,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,1500000,,1789,838,1500000,1,2005-09-16,cry wolf
The Exorcism of Emily Rose,Sony Pictures,6449818,28,2983,2162,48200243,9,2005-09-17,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,2e+06,33,1789,1118,3500000,2,2005-09-17,cry wolf
The Exorcism of Emily Rose,Sony Pictures,3360867,-48,2983,1127,51561110,10,2005-09-18,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,9e+05,-55,1789,503,4428209,3,2005-09-18,cry wolf
The Exorcism of Emily Rose,Sony Pictures,862838,-74,2983,289,52423948,11,2005-09-19,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,215000,-76,1789,120,4643000,4,2005-09-19,cry wolf
The Exorcism of Emily Rose,Sony Pictures,892083,3,2983,299,53309000,12,2005-09-20,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,220000,2,1789,123,4863000,5,2005-09-20,cry wolf
The Exorcism of Emily Rose,Sony Pictures,744059,-17,2983,249,54056000,13,2005-09-21,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,190000,-14,1789,106,5053000,6,2005-09-21,cry wolf
The Exorcism of Emily Rose,Sony Pictures,748020,1,2983,251,54808110,14,2005-09-22,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,190000,,1789,106,5265458,7,2005-09-22,cry wolf
The Exorcism of Emily Rose,Sony Pictures,2346563,214,3045,771,57154673,15,2005-09-23,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,7e+05,268,1787,392,6e+06,8,2005-09-23,cry wolf
The Exorcism of Emily Rose,Sony Pictures,3329794,42,3045,1094,60484467,16,2005-09-24,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,1e+06,43,1787,560,7e+06,9,2005-09-24,cry wolf
The Exorcism of Emily Rose,Sony Pictures,1771745,-47,3045,582,62256212,17,2005-09-25,the exorcism of emily rose
Cry Wolf,Focus/Rogue Pictures,5e+05,-50,1787,280,7454801,10,2005-09-25,cry wolf
The Exorcism of Emily Rose,Sony Pictures,555000,-69,3045,182,62811000,18,2005-09-26,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,485617,-13,3045,159,63277000,19,2005-09-27,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,421029,-13,3045,138,63698029,20,2005-09-28,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,417925,-1,3045,137,64121743,21,2005-09-29,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,1341488,221,3004,447,65463231,22,2005-09-30,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,1988411,48,3004,662,67451642,23,2005-10-01,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,1050381,-47,3004,350,68502023,24,2005-10-02,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,312895,-70,3004,104,68822000,25,2005-10-03,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,323960,4,3004,108,69140000,26,2005-10-04,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,263532,-19,3004,88,69404000,27,2005-10-05,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,286373,9,3004,95,69688783,28,2005-10-06,the exorcism of emily rose
The Exorcism of Emily Rose,Sony Pictures,254298,,1827,139,72385109,32,2005-10-10,the exorcism of emily rose
Sky High,Walt Disney,46325,,350,132,62982047,74,2005-10-10,sky high
Cry Wolf,Focus/Rogue Pictures,34643,,258,134,9575576,25,2005-10-10,cry wolf
The Skeleton Key,Universal,8690,,158,55,47622860,60,2005-10-10,the skeleton key
Hellbent,Regent Releasing,1133,,5,227,148987,25,2005-10-10,hellbent
Dark Water,Walt Disney,126,,16,8,25473093,95,2005-10-10,dark water
Venom,Miramax/Dimension,126,,5,25,881305,25,2005-10-10,venom
Asylum,Paramount Vantage,10,,3,3,372393,60,2005-10-10,asylum
The Fog,Sony Pictures,4111642,,2972,1383,4111642,1,2005-10-14,the fog
The Fog,Sony Pictures,5056382,23,2972,1701,9168024,2,2005-10-15,the fog
The Fog,Sony Pictures,2584893,-49,2972,870,11752917,3,2005-10-16,the fog
The Fog,Sony Pictures,684645,-74,2972,230,12437562,4,2005-10-17,the fog
The Fog,Sony Pictures,621581,-9,2972,209,13059143,5,2005-10-18,the fog
The Fog,Sony Pictures,545000,-12,2972,183,13604000,6,2005-10-19,the fog
The Fog,Sony Pictures,630826,16,2972,212,14248444,7,2005-10-20,the fog
Doom,Universal,5857775,,3044,1924,5857775,1,2005-10-21,doom
The Fog,Sony Pictures,2159502,242,2972,727,16407946,8,2005-10-21,the fog
Doom,Universal,5933850,1,3044,1949,11791625,2,2005-10-22,doom
The Fog,Sony Pictures,3029230,40,2972,1019,19437176,9,2005-10-22,the fog
Doom,Universal,3697245,-38,3044,1215,15488870,3,2005-10-23,doom
The Fog,Sony Pictures,1476743,-51,2972,497,20913919,10,2005-10-23,the fog
Doom,Universal,1034620,-72,3043,340,16523490,4,2005-10-24,doom
The Fog,Sony Pictures,347486,-76,2972,117,21261405,11,2005-10-24,the fog
Doom,Universal,882470,-15,3043,290,17405960,5,2005-10-25,doom
The Fog,Sony Pictures,312316,-10,2972,105,21573721,12,2005-10-25,the fog
Doom,Universal,731125,-17,3043,240,18137085,6,2005-10-26,doom
The Fog,Sony Pictures,300683,-4,2972,101,21874404,13,2005-10-26,the fog
Doom,Universal,669460,-8,3043,220,18806545,7,2005-10-27,doom
The Fog,Sony Pictures,328208,9,2972,110,22202612,14,2005-10-27,the fog
Saw II,Lionsgate,12111972,,2949,4107,12111972,1,2005-10-28,saw ii
Doom,Universal,1292850,93,3042,425,20099395,8,2005-10-28,doom
The Fog,Sony Pictures,1040120,217,2587,402,23242732,15,2005-10-28,the fog
Saw II,Lionsgate,11061985,-9,2949,3751,23173957,2,2005-10-29,saw ii
Doom,Universal,1703520,32,3042,560,21802915,9,2005-10-29,doom
The Fog,Sony Pictures,1436705,38,2587,555,24679437,16,2005-10-29,the fog
Saw II,Lionsgate,8551695,-23,2949,2900,31725652,3,2005-10-30,saw ii
Doom,Universal,1232015,-28,3042,405,23034930,10,2005-10-30,doom
The Fog,Sony Pictures,631843,-56,2587,244,25311280,17,2005-10-30,the fog
Saw II,Lionsgate,4526635,-47,2949,1535,36252287,4,2005-10-31,saw ii
Doom,Universal,381025,-69,3042,125,23415955,11,2005-10-31,doom
The Fog,Sony Pictures,265000,-58,2587,102,25576000,18,2005-10-31,the fog
Saw II,Lionsgate,2621205,-42,2949,889,38873492,5,2005-11-01,saw ii
Doom,Universal,365040,-4,3042,120,23780995,12,2005-11-01,doom
Saw II,Lionsgate,2246187,-14,2949,762,41119679,6,2005-11-02,saw ii
Doom,Universal,319410,-13,3042,105,24100405,13,2005-11-02,doom
Saw II,Lionsgate,2148163,-4,2949,728,43267842,7,2005-11-03,saw ii
Doom,Universal,334620,5,3042,110,24435025,14,2005-11-03,doom
Saw II,Lionsgate,5737313,167,2949,1946,49005155,8,2005-11-04,saw ii
Saw II,Lionsgate,7151649,25,2949,2425,56156804,9,2005-11-05,saw ii
Saw II,Lionsgate,3964437,-45,2949,1344,60121241,10,2005-11-06,saw ii
Saw II,Lionsgate,1214923,-69,2949,412,61336164,11,2005-11-07,saw ii
Doom,Universal,148950,,1983,75,26560055,18,2005-11-07,doom
Saw II,Lionsgate,1130751,-7,2949,383,62466915,12,2005-11-08,saw ii
Doom,Universal,158250,6,1983,80,26718305,19,2005-11-08,doom
Saw II,Lionsgate,977541,-14,2949,331,63444456,13,2005-11-09,saw ii
Saw II,Lionsgate,1306451,34,2949,443,64750907,14,2005-11-10,saw ii
Saw II,Lionsgate,3301632,153,2949,1120,68052539,15,2005-11-11,saw ii
Saw II,Lionsgate,3856045,17,2949,1308,71908584,16,2005-11-12,saw ii
Saw II,Lionsgate,1967927,-49,2949,667,73876511,17,2005-11-13,saw ii
Saw II,Lionsgate,560241,-72,2949,190,74436752,18,2005-11-14,saw ii
Saw II,Lionsgate,535118,-4,2949,181,74971870,19,2005-11-15,saw ii
Saw II,Lionsgate,503053,-6,2949,171,75474923,20,2005-11-16,saw ii
Saw II,Lionsgate,482031,-4,2949,163,75956954,21,2005-11-17,saw ii
Saw II,Lionsgate,1269172,163,2257,562,77226126,22,2005-11-18,saw ii
Saw II,Lionsgate,1718147,35,2257,761,78944273,23,2005-11-19,saw ii
Saw II,Lionsgate,974544,-43,2257,432,79918817,24,2005-11-20,saw ii
Saw II,Lionsgate,409907,-58,2257,182,80328724,25,2005-11-21,saw ii
Wolf Creek,Weinstein Co.,2805754,,1749,1604,2805754,1,2005-12-25,wolf creek
Wolf Creek,Weinstein Co.,2102452,-25,1749,1202,4908206,2,2005-12-26,wolf creek
Wolf Creek,Weinstein Co.,1316601,-37,1749,753,6224807,3,2005-12-27,wolf creek
Wolf Creek,Weinstein Co.,1002835,,1761,569,13159405,9,2006-01-02,wolf creek
Saw II,Lionsgate,10768,,75,144,87025093,67,2006-01-02,saw ii
Wolf Creek,Weinstein Co.,21087,,290,73,15855325,23,2006-01-16,wolf creek
Final Destination 3,New Line,7200000,,2880,2500,7200000,1,2006-02-10,final destination 3
Final Destination 3,New Line,7600000,6,2880,2639,14800000,2,2006-02-11,final destination 3
Final Destination 3,New Line,4400000,-42,2880,1528,19173094,3,2006-02-12,final destination 3
Final Destination 3,New Line,1385000,-69,2880,481,20558000,4,2006-02-13,final destination 3
Final Destination 3,New Line,2950000,113,2880,1024,23533000,5,2006-02-14,final destination 3
Final Destination 3,New Line,1090000,-63,2880,378,24621000,6,2006-02-15,final destination 3
Final Destination 3,New Line,1095000,,2880,380,25714946,7,2006-02-16,final destination 3
Final Destination 3,New Line,2900000,165,2880,1007,28600000,8,2006-02-17,final destination 3
Final Destination 3,New Line,4100000,41,2880,1424,32700000,9,2006-02-18,final destination 3
Final Destination 3,New Line,3100000,-24,2880,1076,35772871,10,2006-02-19,final destination 3
Final Destination 3,New Line,1480326,-52,2880,514,37253197,11,2006-02-20,final destination 3
Night Watch,Fox Searchlight,19440,,3,6480,106425,4,2006-02-20,night watch
Tamara,City Lights Pictures,12370,,32,387,122422,18,2006-02-20,tamara
Wolf Creek,Weinstein Co.,10272,,122,84,16123760,58,2006-02-20,wolf creek
Final Destination 3,New Line,710000,-52,2880,247,37963000,12,2006-02-21,final destination 3
Final Destination 3,New Line,660000,-7,2880,229,38666000,13,2006-02-22,final destination 3
Final Destination 3,New Line,655000,-1,2880,227,39448909,14,2006-02-23,final destination 3
Final Destination 3,New Line,1600000,144,2726,587,4.1e+07,15,2006-02-24,final destination 3
Final Destination 3,New Line,2400000,50,2726,880,43400000,16,2006-02-25,final destination 3
Final Destination 3,New Line,1500000,-38,2726,550,44944694,17,2006-02-26,final destination 3
Final Destination 3,New Line,385000,-74,2726,141,45330000,18,2006-02-27,final destination 3
Final Destination 3,New Line,385000,,2726,141,45727000,19,2006-02-28,final destination 3
Final Destination 3,New Line,345000,-10,2726,127,46076000,20,2006-03-01,final destination 3
Final Destination 3,New Line,355000,3,2726,130,46478915,21,2006-03-02,final destination 3
Final Destination 3,New Line,8e+05,,2208,362,49595902,24,2006-03-05,final destination 3
Final Destination 3,New Line,245000,-69,2208,111,49841000,25,2006-03-06,final destination 3
Stay Alive,Walt Disney,4172149,,2009,2077,4172149,1,2006-03-24,stay alive
Stay Alive,Walt Disney,4397762,5,2009,2189,8569911,2,2006-03-25,stay alive
Stay Alive,Walt Disney,2156495,-51,2009,1073,10726406,3,2006-03-26,stay alive
Stay Alive,Walt Disney,613178,-72,2009,305,11339584,4,2006-03-27,stay alive
Stay Alive,Walt Disney,526341,-14,2009,262,11865925,5,2006-03-28,stay alive
Stay Alive,Walt Disney,464031,-12,2009,231,12329956,6,2006-03-29,stay alive
Stay Alive,Walt Disney,443939,-4,2009,221,12773895,7,2006-03-30,stay alive
Stay Alive,Walt Disney,1666429,275,2009,829,14440324,8,2006-03-31,stay alive
Slither,Universal,1361495,,1945,700,1361495,1,2006-03-31,slither
Stay Alive,Walt Disney,1961791,18,2009,977,16402115,9,2006-04-01,stay alive
Slither,Universal,1575450,16,1945,810,2936945,2,2006-04-01,slither
Slither,Universal,943325,-40,1945,485,3880270,3,2006-04-02,slither
Stay Alive,Walt Disney,878499,-55,2009,437,17280614,10,2006-04-02,stay alive
Slither,Universal,301995,-68,1945,155,4182265,4,2006-04-03,slither
Stay Alive,Walt Disney,262254,-70,2009,131,17542868,11,2006-04-03,stay alive
Slither,Universal,282225,-7,1945,145,4464490,5,2006-04-04,slither
Stay Alive,Walt Disney,255664,-3,2009,127,17798532,12,2006-04-04,stay alive
Slither,Universal,252225,-11,1945,130,4717340,6,2006-04-05,slither
Stay Alive,Walt Disney,241712,-5,2009,120,18040244,13,2006-04-05,stay alive
Stay Alive,Walt Disney,243547,1,2009,121,18283791,14,2006-04-06,stay alive
Slither,Universal,233395,-7,1945,120,4950735,7,2006-04-06,slither
Stay Alive,Walt Disney,752474,209,1845,408,19036265,15,2006-04-07,stay alive
Stay Alive,Walt Disney,271618,,1845,147,21349900,21,2006-04-13,stay alive
Silent Hill,Sony Pictures,8140217,,2926,2782,8140217,1,2006-04-21,silent hill
Silent Hill,Sony Pictures,7432582,-9,2926,2540,15572799,2,2006-04-22,silent hill
Silent Hill,Sony Pictures,4579799,-38,2926,1565,20152598,3,2006-04-23,silent hill
Silent Hill,Sony Pictures,1415379,-69,2926,484,21567977,4,2006-04-24,silent hill
Silent Hill,Sony Pictures,1248112,-12,2926,427,22816089,5,2006-04-25,silent hill
Silent Hill,Sony Pictures,1038784,-17,2926,355,23854873,6,2006-04-26,silent hill
Silent Hill,Sony Pictures,1076190,4,2926,368,24931063,7,2006-04-27,silent hill
Silent Hill,Sony Pictures,2985549,177,2932,1018,27916612,8,2006-04-28,silent hill
Silent Hill,Sony Pictures,3945451,32,2932,1346,31862063,9,2006-04-29,silent hill
Silent Hill,Sony Pictures,2405399,-39,2932,820,34267462,10,2006-04-30,silent hill
Silent Hill,Sony Pictures,744574,-69,2932,254,35012036,11,2006-05-01,silent hill
Silent Hill,Sony Pictures,689272,-7,2932,235,35701308,12,2006-05-02,silent hill
Silent Hill,Sony Pictures,618494,-10,2932,211,36319802,13,2006-05-03,silent hill
Silent Hill,Sony Pictures,585341,-5,2932,200,36905143,14,2006-05-04,silent hill
An American Haunting,Freestyle Releasing,2e+06,,1667,1200,2e+06,1,2006-05-05,an american haunting
Silent Hill,Sony Pictures,1185731,103,2556,464,38090874,15,2006-05-05,silent hill
An American Haunting,Freestyle Releasing,2300000,15,1667,1380,4300000,2,2006-05-06,an american haunting
Silent Hill,Sony Pictures,1727544,46,2556,676,39818418,16,2006-05-06,silent hill
An American Haunting,Freestyle Releasing,1500000,-35,1667,900,5783508,3,2006-05-07,an american haunting
Silent Hill,Sony Pictures,1100596,-36,2556,431,40919014,17,2006-05-07,silent hill
An American Haunting,Freestyle Releasing,450000,-70,1667,270,6234000,4,2006-05-08,an american haunting
Silent Hill,Sony Pictures,362821,-67,2556,142,41284000,18,2006-05-08,silent hill
An American Haunting,Freestyle Releasing,390000,-13,1667,234,6624000,5,2006-05-09,an american haunting
Silent Hill,Sony Pictures,356861,-2,2556,140,41640861,19,2006-05-09,silent hill
An American Haunting,Freestyle Releasing,350000,-10,1667,210,6974000,6,2006-05-10,an american haunting
Silent Hill,Sony Pictures,324549,-9,2556,127,41965410,20,2006-05-10,silent hill
An American Haunting,Freestyle Releasing,365000,4,1667,219,7249702,7,2006-05-11,an american haunting
Silent Hill,Sony Pictures,343772,6,2556,134,42307017,21,2006-05-11,silent hill
An American Haunting,Freestyle Releasing,1200000,229,1703,705,8400000,8,2006-05-12,an american haunting
Silent Hill,Sony Pictures,690902,101,1888,366,42997919,22,2006-05-12,silent hill
An American Haunting,Freestyle Releasing,1500000,25,1703,881,9900000,9,2006-05-13,an american haunting
Silent Hill,Sony Pictures,927502,34,1888,491,43925421,23,2006-05-13,silent hill
An American Haunting,Freestyle Releasing,9e+05,-40,1703,528,10814081,10,2006-05-14,an american haunting
Silent Hill,Sony Pictures,565145,-39,1888,299,44490566,24,2006-05-14,silent hill
An American Haunting,Freestyle Releasing,310000,-66,1703,182,11124000,11,2006-05-15,an american haunting
Silent Hill,Sony Pictures,226260,-60,1888,120,44716000,25,2006-05-15,silent hill
An American Haunting,Freestyle Releasing,290000,-6,1703,170,11414000,12,2006-05-16,an american haunting
Silent Hill,Sony Pictures,227475,1,1888,120,44949200,26,2006-05-16,silent hill
An American Haunting,Freestyle Releasing,240000,-17,1703,141,11654000,13,2006-05-17,an american haunting
Silent Hill,Sony Pictures,201360,-11,1888,107,45150560,27,2006-05-17,silent hill
An American Haunting,Freestyle Releasing,250000,4,1703,147,11960200,14,2006-05-18,an american haunting
Silent Hill,Sony Pictures,198653,-1,1888,105,45344314,28,2006-05-18,silent hill
See No Evil,Lionsgate,1681241,,1257,1338,1681241,1,2006-05-19,see no evil
An American Haunting,Freestyle Releasing,520000,108,1265,411,12480000,15,2006-05-19,an american haunting
