movie,distributor,gross,percent_change,theaters,per_theater,total_gross,days,date,lc_movie
The Phantom of the Opera,Warner Bros.,455000,10,622,732,18128000,16,2005-01-06,the phantom of the opera
Darkness,Miramax/Dimension,289000,-5,1718,168,18071000,13,2005-01-06,darkness
White Noise,Universal,8900000,,2258,3942,8900000,1,2005-01-07,white noise
The Phantom of the Opera,Warner Bros.,1100000,142,622,1768,19200000,17,2005-01-07,the phantom of the opera
Darkness,Miramax/Dimension,7e+05,142,1718,407,18800000,14,2005-01-07,darkness
White Noise,Universal,9812740,10,2261,4340,18732385,2,2005-01-08,white noise
The Phantom of the Opera,Warner Bros.,1512497,37,622,2432,20627332,18,2005-01-08,the phantom of the opera
Darkness,Miramax/Dimension,9e+05,29,1718,524,19700000,15,2005-01-08,darkness
White Noise,Universal,5381180,-45,2261,2380,24113565,3,2005-01-09,white noise
The Phantom of the Opera,Warner Bros.,921471,-39,622,1481,21548803,19,2005-01-09,the phantom of the opera
White Noise,Universal,1424000,-74,2261,630,25538000,4,2005-01-10,white noise
The Phantom of the Opera,Warner Bros.,308000,-67,622,495,21857000,20,2005-01-10,the phantom of the opera
White Noise,Universal,1345000,-6,2261,595,26883000,5,2005-01-11,white noise
The Phantom of the Opera,Warner Bros.,327000,6,622,526,22184000,21,2005-01-11,the phantom of the opera
White Noise,Universal,1074000,-20,2261,475,27957000,6,2005-01-12,white noise
The Phantom of the Opera,Warner Bros.,325000,-1,622,523,22509000,22,2005-01-12,the phantom of the opera
White Noise,Universal,1084000,1,2261,479,29042000,7,2005-01-13,white noise
The Phantom of the Opera,Warner Bros.,377000,16,622,606,22887000,23,2005-01-13,the phantom of the opera
White Noise,Universal,3700000,241,2279,1624,32800000,8,2005-01-14,white noise
The Phantom of the Opera,Warner Bros.,9e+05,139,907,992,23800000,24,2005-01-14,the phantom of the opera
White Noise,Universal,4820085,30,2279,2115,37610640,9,2005-01-15,white noise
The Phantom of the Opera,Warner Bros.,1497364,66,907,1651,25380135,25,2005-01-15,the phantom of the opera
White Noise,Universal,3498250,-27,2279,1535,41108890,10,2005-01-16,white noise
The Phantom of the Opera,Warner Bros.,1175550,-21,907,1296,26555685,26,2005-01-16,the phantom of the opera
White Noise,Universal,1743435,-50,2279,765,42852325,11,2005-01-17,white noise
The Phantom of the Opera,Warner Bros.,956348,-19,907,1054,27512033,27,2005-01-17,the phantom of the opera
Darkness,Miramax/Dimension,84089,,955,88,21479864,24,2005-01-17,darkness
Blade: Trinity,New Line,63150,,707,89,51625847,41,2005-01-17,blade: trinity
White Noise,Universal,570000,-67,2279,250,43422000,12,2005-01-18,white noise
The Phantom of the Opera,Warner Bros.,358000,-63,907,395,27870000,28,2005-01-18,the phantom of the opera
White Noise,Universal,467000,-18,2279,205,43889000,13,2005-01-19,white noise
The Phantom of the Opera,Warner Bros.,326000,-9,907,359,28197000,29,2005-01-19,the phantom of the opera
White Noise,Universal,501000,7,2279,220,44391000,14,2005-01-20,white noise
The Phantom of the Opera,Warner Bros.,366000,12,907,404,28563000,30,2005-01-20,the phantom of the opera
White Noise,Universal,1800000,259,2240,804,46200000,15,2005-01-21,white noise
The Phantom of the Opera,Warner Bros.,1600000,337,1511,1059,30200000,31,2005-01-21,the phantom of the opera
White Noise,Universal,2057125,14,2247,915,48222905,16,2005-01-22,white noise
The Phantom of the Opera,Warner Bros.,1820646,14,1511,1205,31929703,32,2005-01-22,the phantom of the opera
The Phantom of the Opera,Warner Bros.,1188755,-35,1511,787,33118458,33,2005-01-23,the phantom of the opera
White Noise,Universal,1156225,-44,2247,515,49379130,17,2005-01-23,white noise
The Phantom of the Opera,Warner Bros.,426000,-64,1511,282,33544000,34,2005-01-24,the phantom of the opera
White Noise,Universal,382000,-67,2247,170,49761000,18,2005-01-24,white noise
The Phantom of the Opera,Warner Bros.,434000,2,1511,287,33978000,35,2005-01-25,the phantom of the opera
White Noise,Universal,348000,-9,2247,155,50110000,19,2005-01-25,white noise
The Phantom of the Opera,Warner Bros.,421000,-3,1511,279,34400000,36,2005-01-26,the phantom of the opera
White Noise,Universal,348000,,2247,155,50458000,20,2005-01-26,white noise
The Phantom of the Opera,Warner Bros.,486000,15,1511,322,34885782,37,2005-01-27,the phantom of the opera
White Noise,Universal,381000,9,2247,170,50839035,21,2005-01-27,white noise
Hide and Seek,20th Century Fox,7800000,,3005,2596,7800000,1,2005-01-28,hide and seek
The Phantom of the Opera,Warner Bros.,1200000,147,1511,794,36100000,38,2005-01-28,the phantom of the opera
White Noise,Universal,9e+05,136,2115,426,51700000,22,2005-01-28,white noise
Alone in the Dark,Lionsgate,9e+05,,2124,424,9e+05,1,2005-01-28,alone in the dark
Hide and Seek,20th Century Fox,8770407,12,3005,2919,16602716,2,2005-01-29,hide and seek
Alone in the Dark,Lionsgate,1124880,25,2124,530,2041184,2,2005-01-29,alone in the dark
Hide and Seek,20th Century Fox,5356517,-39,3005,1783,21959233,3,2005-01-30,hide and seek
Alone in the Dark,Lionsgate,793237,-29,2124,373,2834421,3,2005-01-30,alone in the dark
Hide and Seek,20th Century Fox,1384000,-74,3005,461,23343000,4,2005-01-31,hide and seek
The Phantom of the Opera,Warner Bros.,311000,,1511,206,39230000,41,2005-01-31,the phantom of the opera
Hide and Seek,20th Century Fox,1271000,-8,3005,423,24614000,5,2005-02-01,hide and seek
The Phantom of the Opera,Warner Bros.,315000,1,1511,208,39546000,42,2005-02-01,the phantom of the opera
Hide and Seek,20th Century Fox,1123000,-12,3005,374,25737000,6,2005-02-02,hide and seek
The Phantom of the Opera,Warner Bros.,318000,1,1511,210,39864000,43,2005-02-02,the phantom of the opera
Hide and Seek,20th Century Fox,1070000,-5,3005,356,26807677,7,2005-02-03,hide and seek
The Phantom of the Opera,Warner Bros.,331000,4,1511,219,40195396,44,2005-02-03,the phantom of the opera
Boogeyman,Sony Pictures,8300000,,3052,2720,8300000,1,2005-02-04,boogeyman
Hide and Seek,20th Century Fox,3e+06,180,3005,998,29800000,8,2005-02-04,hide and seek
Boogeyman,Sony Pictures,8460067,2,3052,2772,16519817,2,2005-02-05,boogeyman
Hide and Seek,20th Century Fox,4350714,45,3005,1448,34278015,9,2005-02-05,hide and seek
Boogeyman,Sony Pictures,2500838,-70,3052,819,19020655,3,2005-02-06,boogeyman
Hide and Seek,20th Century Fox,1436594,-67,3005,478,35714609,10,2005-02-06,hide and seek
Boogeyman,Sony Pictures,1087000,-57,3052,356,20107000,4,2005-02-07,boogeyman
Hide and Seek,20th Century Fox,653000,-55,3005,217,36368000,11,2005-02-07,hide and seek
Boogeyman,Sony Pictures,873000,-20,3052,286,20980000,5,2005-02-08,boogeyman
Hide and Seek,20th Century Fox,577000,-12,3005,192,36945000,12,2005-02-08,hide and seek
Boogeyman,Sony Pictures,730000,-16,3052,239,21710000,6,2005-02-09,boogeyman
Hide and Seek,20th Century Fox,511000,-11,3005,170,37456000,13,2005-02-09,hide and seek
Boogeyman,Sony Pictures,822000,13,3052,269,22533000,7,2005-02-10,boogeyman
Hide and Seek,20th Century Fox,546000,7,3005,182,38002000,14,2005-02-10,hide and seek
Boogeyman,Sony Pictures,3300000,301,3052,1081,25800000,8,2005-02-11,boogeyman
Hide and Seek,20th Century Fox,1400000,156,2525,554,39400000,15,2005-02-11,hide and seek
Boogeyman,Sony Pictures,4661145,41,3052,1527,30482139,9,2005-02-12,boogeyman
Hide and Seek,20th Century Fox,2492684,78,2525,987,42011238,16,2005-02-12,hide and seek
Boogeyman,Sony Pictures,2286362,-51,3052,749,32768501,10,2005-02-13,boogeyman
Hide and Seek,20th Century Fox,1399539,-44,2525,554,43410777,17,2005-02-13,hide and seek
Boogeyman,Sony Pictures,1437000,-37,3052,471,34206000,11,2005-02-14,boogeyman
Hide and Seek,20th Century Fox,873000,-38,2525,346,44283000,18,2005-02-14,hide and seek
Boogeyman,Sony Pictures,497000,-65,3052,163,34703000,12,2005-02-15,boogeyman
Hide and Seek,20th Century Fox,362000,-59,2525,143,44645000,19,2005-02-15,hide and seek
Boogeyman,Sony Pictures,431000,-13,3052,141,35134000,13,2005-02-16,boogeyman
Hide and Seek,20th Century Fox,313000,-14,2525,124,44959000,20,2005-02-16,hide and seek
Boogeyman,Sony Pictures,515000,19,3052,169,35649000,14,2005-02-17,boogeyman
Hide and Seek,20th Century Fox,329000,5,2525,130,45288000,21,2005-02-17,hide and seek
Boogeyman,Sony Pictures,1600000,211,2572,622,37200000,15,2005-02-18,boogeyman
Boogeyman,Sony Pictures,2242612,40,2572,872,39492612,16,2005-02-19,boogeyman
Boogeyman,Sony Pictures,1466014,-35,2572,570,40958626,17,2005-02-20,boogeyman
Boogeyman,Sony Pictures,766601,-48,2572,298,41725227,18,2005-02-21,boogeyman
Hide and Seek,20th Century Fox,375721,,1779,211,48294631,25,2005-02-21,hide and seek
The Phantom of the Opera,Warner Bros.,229128,,902,254,47718438,62,2005-02-21,the phantom of the opera
White Noise,Universal,14365,,221,65,55865715,46,2005-02-21,white noise
Blade: Trinity,New Line,8545,,105,81,52397389,76,2005-02-21,blade: trinity
Darkness,Miramax/Dimension,5610,,106,53,22112909,59,2005-02-21,darkness
Fabled,Indican Pictures,812,,1,812,21500,74,2005-02-21,fabled
Boogeyman,Sony Pictures,324000,-58,2572,126,42049000,19,2005-02-22,boogeyman
Cursed,Miramax/Dimension,3700000,,2805,1319,3700000,1,2005-02-25,cursed
Cursed,Miramax/Dimension,3900000,5,2805,1390,7600000,2,2005-02-26,cursed
Cursed,Miramax/Dimension,2e+06,-49,2805,713,9633085,3,2005-02-27,cursed
Cursed,Miramax/Dimension,478000,-76,2805,170,10111000,4,2005-02-28,cursed
Cursed,Miramax/Dimension,511000,7,2805,182,10622000,5,2005-03-01,cursed
Cursed,Miramax/Dimension,422000,-17,2805,150,11044000,6,2005-03-02,cursed
Cursed,Miramax/Dimension,343000,-19,2805,122,11414000,7,2005-03-03,cursed
Cursed,Miramax/Dimension,1300000,279,2805,463,12600000,8,2005-03-04,cursed
Cursed,Miramax/Dimension,1700000,31,2805,606,14300000,9,2005-03-05,cursed
Cursed,Miramax/Dimension,9e+05,-47,2805,321,15281069,10,2005-03-06,cursed
Cursed,Miramax/Dimension,239000,-73,2805,85,15520000,11,2005-03-07,cursed
Cursed,Miramax/Dimension,231000,-3,2805,82,15751000,12,2005-03-08,cursed
Cursed,Miramax/Dimension,230000,,2805,82,15981000,13,2005-03-09,cursed
Cursed,Miramax/Dimension,227000,-1,2805,81,16195000,14,2005-03-10,cursed
Cursed,Miramax/Dimension,5e+05,120,1687,296,16700000,15,2005-03-11,cursed
The Ring Two,Dreamworks SKG,14800000,,3332,4442,14800000,1,2005-03-18,the ring two
The Ring Two,Dreamworks SKG,13102145,-11,3332,3932,27907353,2,2005-03-19,the ring two
The Ring Two,Dreamworks SKG,7157884,-45,3332,2148,35065237,3,2005-03-20,the ring two
The Ring Two,Dreamworks SKG,2354000,-67,3332,706,37419000,4,2005-03-21,the ring two
The Ring Two,Dreamworks SKG,2127000,-10,3332,638,39546000,5,2005-03-22,the ring two
The Ring Two,Dreamworks SKG,1997000,-6,3332,599,41543000,6,2005-03-23,the ring two
The Ring Two,Dreamworks SKG,2742000,37,3332,823,44303000,7,2005-03-24,the ring two
The Ring Two,Dreamworks SKG,5400000,97,3341,1616,49700000,8,2005-03-25,the ring two
The Ring Two,Dreamworks SKG,5295640,-2,3341,1585,54937824,9,2005-03-26,the ring two
The Ring Two,Dreamworks SKG,2964042,-44,3341,887,57901866,10,2005-03-27,the ring two
The Ring Two,Dreamworks SKG,1554000,-48,3341,465,59455000,11,2005-03-28,the ring two
The Ring Two,Dreamworks SKG,1099000,-29,3341,329,60555000,12,2005-03-29,the ring two
The Ring Two,Dreamworks SKG,897000,-18,3341,268,61452000,13,2005-03-30,the ring two
The Ring Two,Dreamworks SKG,905000,1,3341,271,62357000,14,2005-03-31,the ring two
The Ring Two,Dreamworks SKG,2100000,132,3179,661,64500000,15,2005-04-01,the ring two
The Ring Two,Dreamworks SKG,2425197,15,3179,763,66796720,16,2005-04-02,the ring two
The Ring Two,Dreamworks SKG,1249407,-48,3179,393,68046127,17,2005-04-03,the ring two
The Ring Two,Dreamworks SKG,340000,-73,3179,107,68386000,18,2005-04-04,the ring two
The Ring Two,Dreamworks SKG,349000,3,3179,110,68735000,19,2005-04-05,the ring two
The Ring Two,Dreamworks SKG,328000,-6,3179,103,69063000,20,2005-04-06,the ring two
The Ring Two,Dreamworks SKG,349000,6,3179,110,69411889,21,2005-04-07,the ring two
The Ring Two,Dreamworks SKG,1e+06,187,2407,415,70400000,22,2005-04-08,the ring two
The Ring Two,Dreamworks SKG,1285783,29,2407,534,71644100,23,2005-04-09,the ring two
The Ring Two,Dreamworks SKG,635179,-51,2407,264,72279279,24,2005-04-10,the ring two
The Ring Two,Dreamworks SKG,190000,-70,2407,79,72469000,25,2005-04-11,the ring two
The Ring Two,Dreamworks SKG,182000,-4,2407,76,72651000,26,2005-04-12,the ring two
The Ring Two,Dreamworks SKG,175000,-4,2407,73,72826000,27,2005-04-13,the ring two
The Ring Two,Dreamworks SKG,172000,-2,2407,71,72998000,28,2005-04-14,the ring two
The Amityville Horror,Filmways Pictures,9100000,,3323,2738,9100000,1,2005-04-15,the amityville horror
The Amityville Horror,Filmways Pictures,8793084,-3,3323,2646,17896260,2,2005-04-16,the amityville horror
The Amityville Horror,Filmways Pictures,5610747,-36,3323,1688,23507007,3,2005-04-17,the amityville horror
The Amityville Horror,Filmways Pictures,1773000,-68,3323,534,25280000,4,2005-04-18,the amityville horror
The Amityville Horror,Filmways Pictures,1540000,-13,3323,463,26820000,5,2005-04-19,the amityville horror
The Amityville Horror,Filmways Pictures,1376000,-11,3323,414,28196000,6,2005-04-20,the amityville horror
The Amityville Horror,Filmways Pictures,1412000,3,3323,425,29608734,7,2005-04-21,the amityville horror
The Amityville Horror,Filmways Pictures,4500000,219,3323,1354,34100000,8,2005-04-22,the amityville horror
The Amityville Horror,Filmways Pictures,5739294,28,3323,1727,39809558,9,2005-04-23,the amityville horror
The Amityville Horror,Filmways Pictures,3507175,-39,3323,1055,43316733,10,2005-04-24,the amityville horror
The Amityville Horror,Filmways Pictures,1018000,-71,3323,306,44334000,11,2005-04-25,the amityville horror
The Amityville Horror,Filmways Pictures,917000,-10,3323,276,45251000,12,2005-04-26,the amityville horror
The Amityville Horror,Filmways Pictures,855000,-7,3323,257,46106000,13,2005-04-27,the amityville horror
The Amityville Horror,Filmways Pictures,849000,-1,3323,255,46954842,14,2005-04-28,the amityville horror
The Amityville Horror,Filmways Pictures,2600000,206,3058,850,49600000,15,2005-04-29,the amityville horror
The Amityville Horror,Filmways Pictures,3479954,34,3058,1138,52981279,16,2005-04-30,the amityville horror
The Amityville Horror,Filmways Pictures,1835720,-47,3058,600,54816999,17,2005-05-01,the amityville horror
The Amityville Horror,Filmways Pictures,586000,-68,3058,192,55403000,18,2005-05-02,the amityville horror
The Amityville Horror,Filmways Pictures,554000,-5,3058,181,55957000,19,2005-05-03,the amityville horror
The Amityville Horror,Filmways Pictures,514000,-7,3058,168,56471000,20,2005-05-04,the amityville horror
The Amityville Horror,Filmways Pictures,490000,-5,3058,160,56960802,21,2005-05-05,the amityville horror
House of Wax,Warner Bros.,4852597,,3111,1560,4852597,1,2005-05-06,house of wax
The Amityville Horror,Filmways Pictures,1100000,124,2478,444,58100000,22,2005-05-06,the amityville horror
House of Wax,Warner Bros.,4531167,-7,3111,1456,9383764,2,2005-05-07,house of wax
The Amityville Horror,Filmways Pictures,1385444,26,2478,559,59458165,23,2005-05-07,the amityville horror
House of Wax,Warner Bros.,2693472,-41,3111,866,12077236,3,2005-05-08,house of wax
The Amityville Horror,Filmways Pictures,850288,-39,2478,343,60308453,24,2005-05-08,the amityville horror
House of Wax,Warner Bros.,954000,-65,3111,307,13032000,4,2005-05-09,house of wax
The Amityville Horror,Filmways Pictures,303000,-64,2478,122,60612000,25,2005-05-09,the amityville horror
House of Wax,Warner Bros.,833000,-13,3111,268,13865000,5,2005-05-10,house of wax
The Amityville Horror,Filmways Pictures,292000,-4,2478,118,60903000,26,2005-05-10,the amityville horror
House of Wax,Warner Bros.,766000,-8,3111,246,14631000,6,2005-05-11,house of wax
The Amityville Horror,Filmways Pictures,283000,-3,2478,114,61186000,27,2005-05-11,the amityville horror
House of Wax,Warner Bros.,752000,-2,3111,242,15383314,7,2005-05-12,house of wax
The Amityville Horror,Filmways Pictures,274000,-3,2478,111,61460168,28,2005-05-12,the amityville horror
House of Wax,Warner Bros.,2200000,193,3111,707,17600000,8,2005-05-13,house of wax
Mindhunters,Miramax/Dimension,7e+05,,1040,673,7e+05,1,2005-05-13,mindhunters
House of Wax,Warner Bros.,2654087,21,3111,853,20296627,9,2005-05-14,house of wax
Mindhunters,Miramax/Dimension,7e+05,,1040,673,1400000,2,2005-05-14,mindhunters
House of Wax,Warner Bros.,1650127,-38,3111,530,21946754,10,2005-05-15,house of wax
Mindhunters,Miramax/Dimension,5e+05,-29,1040,481,1911358,3,2005-05-15,mindhunters
House of Wax,Warner Bros.,516000,-69,3111,166,22463000,11,2005-05-16,house of wax
Mindhunters,Miramax/Dimension,202000,-60,1040,194,2114000,4,2005-05-16,mindhunters
The Amityville Horror,Filmways Pictures,151000,,1434,105,63235000,32,2005-05-16,the amityville horror
House of Wax,Warner Bros.,461000,-11,3111,148,22924000,12,2005-05-17,house of wax
Mindhunters,Miramax/Dimension,188000,-7,1040,181,2301000,5,2005-05-17,mindhunters
House of Wax,Warner Bros.,372000,-19,3111,120,23296000,13,2005-05-18,house of wax
Mindhunters,Miramax/Dimension,149000,-21,1040,143,2450000,6,2005-05-18,mindhunters
House of Wax,Warner Bros.,328000,-12,3111,105,23624420,14,2005-05-19,house of wax
Mindhunters,Miramax/Dimension,104000,-30,1040,100,2556322,7,2005-05-19,mindhunters
House of Wax,Warner Bros.,1022547,212,2765,370,24646967,15,2005-05-20,house of wax
Mindhunters,Miramax/Dimension,3e+05,188,1073,280,2900000,8,2005-05-20,mindhunters
House of Wax,Warner Bros.,1353388,32,2765,489,26000355,16,2005-05-21,house of wax
Mindhunters,Miramax/Dimension,4e+05,33,1073,373,3300000,9,2005-05-21,mindhunters
House of Wax,Warner Bros.,912484,-33,2765,330,26912839,17,2005-05-22,house of wax
Mindhunters,Miramax/Dimension,3e+05,-25,1073,280,3562161,10,2005-05-22,mindhunters
House of Wax,Warner Bros.,374000,-59,2765,135,27287000,18,2005-05-23,house of wax
Mindhunters,Miramax/Dimension,126000,-58,1073,117,3688000,11,2005-05-23,mindhunters
House of Wax,Warner Bros.,311000,-17,2765,112,27599000,19,2005-05-24,house of wax
Mindhunters,Miramax/Dimension,120000,-5,1073,112,3808000,12,2005-05-24,mindhunters
House of Wax,Warner Bros.,301000,-3,2765,109,27900000,20,2005-05-25,house of wax
Mindhunters,Miramax/Dimension,116000,-3,1073,108,3924000,13,2005-05-25,mindhunters
House of Wax,Warner Bros.,333000,11,2765,120,28233000,21,2005-05-26,house of wax
Mindhunters,Miramax/Dimension,130000,12,1073,121,4064000,14,2005-05-26,mindhunters
House of Wax,Warner Bros.,394518,18,1635,241,28627520,22,2005-05-27,house of wax
House of Wax,Warner Bros.,480147,22,1635,294,29107667,23,2005-05-28,house of wax
House of Wax,Warner Bros.,429937,-10,1635,263,29537604,24,2005-05-29,house of wax
House of Wax,Warner Bros.,323717,-25,1635,198,29861321,25,2005-05-30,house of wax
Mindhunters,Miramax/Dimension,52744,,263,201,4294573,18,2005-05-30,mindhunters
Face,Indican Pictures,128,,1,128,83134,228,2005-05-30,face
House of Wax,Warner Bros.,147000,-55,1635,90,30009000,26,2005-05-31,house of wax
House of Wax,Warner Bros.,46244,,538,86,30741776,32,2005-06-06,house of wax
House of Wax,Warner Bros.,49274,7,538,92,30791050,33,2005-06-07,house of wax
High Tension,Lionsgate,689091,,1323,521,689091,1,2005-06-10,high tension
High Tension,Lionsgate,685962,,1323,518,1375053,2,2005-06-11,high tension
High Tension,Lionsgate,522652,-24,1323,395,1897705,3,2005-06-12,high tension
House of Wax,Warner Bros.,14792,,200,74,31800442,60,2005-07-04,house of wax
Undead,Lionsgate,1324,,2,662,9851,4,2005-07-04,undead
Mindhunters,Miramax/Dimension,1148,,20,57,4467240,53,2005-07-04,mindhunters
Face,Indican Pictures,856,,2,428,88494,263,2005-07-04,face
Dark Water,Walt Disney,3873273,,2657,1458,3873273,1,2005-07-08,dark water
Dark Water,Walt Disney,3580864,-8,2657,1348,7454137,2,2005-07-09,dark water
Dark Water,Walt Disney,2485114,-31,2657,935,9939251,3,2005-07-10,dark water
Dark Water,Walt Disney,1185000,-52,2657,446,11124000,4,2005-07-11,dark water
Dark Water,Walt Disney,1105000,-7,2657,416,12239000,5,2005-07-12,dark water
Dark Water,Walt Disney,1050000,-5,2657,395,13295000,6,2005-07-13,dark water
Dark Water,Walt Disney,967329,-8,2657,364,14275524,7,2005-07-14,dark water
Dark Water,Walt Disney,1509311,56,2657,568,15784835,8,2005-07-15,dark water
Dark Water,Walt Disney,1764310,17,2657,664,17549145,9,2005-07-16,dark water
Dark Water,Walt Disney,1336133,-24,2657,503,18885278,10,2005-07-17,dark water
Dark Water,Walt Disney,605000,-55,2657,228,19490000,11,2005-07-18,dark water
Dark Water,Walt Disney,6e+05,-1,2657,226,20110000,12,2005-07-19,dark water
Dark Water,Walt Disney,550000,-8,2657,207,20660000,13,2005-07-20,dark water
Dark Water,Walt Disney,548011,,2657,206,21211418,14,2005-07-21,dark water
The Devil's Rejects,Lionsgate,2981362,,1757,1697,2981362,1,2005-07-22,the devil's rejects
The Devil's Rejects,Lionsgate,2260001,-24,1757,1286,5241363,2,2005-07-23,the devil's rejects
The Devil's Rejects,Lionsgate,1825972,-19,1757,1039,7067335,3,2005-07-24,the devil's rejects
The Devil's Rejects,Lionsgate,840296,-54,1757,478,7907631,4,2005-07-25,the devil's rejects
The Devil's Rejects,Lionsgate,701174,-17,1757,399,8608805,5,2005-07-26,the devil's rejects
The Devil's Rejects,Lionsgate,598654,-15,1757,341,9207459,6,2005-07-27,the devil's rejects
The Devil's Rejects,Lionsgate,532675,-11,1757,303,9740134,7,2005-07-28,the devil's rejects
Sky High,Walt Disney,4924638,,2905,1695,4924638,1,2005-07-29,sky high
Sky High,Walt Disney,5500003,12,2905,1893,10424641,2,2005-07-30,sky high
Sky High,Walt Disney,4207143,-24,2905,1448,14631784,3,2005-07-31,sky high
Sky High,Walt Disney,2205000,-48,2905,759,16837000,4,2005-08-01,sky high
Sky High,Walt Disney,2055625,-7,2905,708,18892625,5,2005-08-02,sky high
Sky High,Walt Disney,2011539,-2,2905,692,20904164,6,2005-08-03,sky high
Sky High,Walt Disney,2081432,3,2905,716,22985596,7,2005-08-04,sky high
Sky High,Walt Disney,2936392,41,2912,1008,25921988,8,2005-08-05,sky high
Sky High,Walt Disney,3463611,18,2912,1189,29385599,9,2005-08-06,sky high
Sky High,Walt Disney,2605942,-25,2912,895,32009202,10,2005-08-07,sky high
Sky High,Walt Disney,1335000,-49,2912,458,33344000,11,2005-08-08,sky high
Sky High,Walt Disney,1380000,3,2912,474,34697000,12,2005-08-09,sky high
Sky High,Walt Disney,1255000,-9,2912,431,35983000,13,2005-08-10,sky high
Sky High,Walt Disney,1205323,-4,2912,414,37189527,14,2005-08-11,sky high
The Skeleton Key,Universal,5957650,,2770,2151,5957650,1,2005-08-12,the skeleton key
