Released,Title,Genre,ProductionBudget,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2002-11-22,Friday After Next,Comedy,1e+07,33253609,51302426,273226,33526835
2002-12-27,The Pianist,Drama,3.5e+07,32519322,48430860,79334860,111854182
2002-12-06,Analyze That,Comedy,6e+07,32122249,49517468,22872508,54994757
2002-04-19,Murder by Numbers,Thriller/Suspense,5e+07,31874869,49211286,24768398,56643267
2002-08-21,One Hour Photo,Drama,1.2e+07,31597131,48782484,20626175,52223306
2002-02-22,Queen of the Damned,Horror,3.5e+07,30307804,46791906,0,30307804
2002-09-20,The Banger Sisters,Comedy,1e+07,30306281,46789556,7760937,38067218
2002-07-12,Halloween: Resurrection,Horror,1.5e+07,30259652,46717563,7400000,37659652
2002-06-07,Bad Company,Action,7e+07,30157016,46559108,3.9e+07,69157016
2002-10-25,Ghost Ship,Horror,2e+07,30113491,46478719,38236393,68349884
2002-02-22,Dragonfly,Drama,6e+07,30063805,46415202,0,30063805
2002-05-10,The New Guy,Comedy,1.3e+07,28972187,44729865,0,28972187
2002-09-06,Swimfan,Drama,1e+07,28564995,44101202,5519233,34084228
2002-07-12,The Crocodile Hunter: Collision Course,Adventure,12500000,28436931,43903486,5e+06,33436931
2002-10-11,Brown Sugar,Romantic Comedy,8e+06,27362712,42241910,952560,28315272
2002-08-09,Blood Work,Thriller/Suspense,5e+07,26199517,40449166,0,26199517
2002-10-25,Frida,Drama,1.2e+07,25885000,39704700,30246239,56131239
2002-10-04,Jonah: A VeggieTales Movie,Adventure,1.4e+07,25571351,39470144,37428,25608779
2002-03-08,All About the Benjamins,Comedy,1.4e+07,25482931,39342833,390214,25873145
2002-10-11,The Transporter,Action,2.1e+07,25296447,39054214,18632485,43928932
2002-04-12,The Sweetest Thing,Romantic Comedy,4.3e+07,24430272,37717648,38648484,63078756
2002-11-27,Eight Crazy Nights,Musical,0,23607202,36437674,0,23607202
2002-12-06,Adaptation,Comedy,18500000,22498520,33811554,10033239,32531759
2003-05-30,Finding Nemo,Adventure,9.4e+07,380529370,551339570,555900000,936429370
2003-12-17,The Lord of the Rings: The Return of …,Adventure,9.4e+07,377845905,558043434,763557436,1141403341
2003-07-09,Pirates of the Caribbean: The Curse o…,Adventure,1.4e+08,305411224,454318184,329542879,634954103
2003-05-15,The Matrix Reloaded,Action,1.5e+08,281553689,418828621,457023240,738576929
2003-05-23,Bruce Almighty,Comedy,8.1e+07,242704995,361038768,241763613,484468608
2003-05-02,X-Men 2,Action,1.25e+08,214949694,319751034,191925842,406875536
2003-11-07,Elf,Adventure,3.2e+07,173398518,257830657,46837892,220236410
2003-07-01,Terminator 3: Rise of the Machines,Action,1.7e+08,150358296,223667309,282700000,433058296
2003-11-05,The Matrix Revolutions,Action,1.5e+08,139270910,207132029,288029350,427300260
2003-12-25,Cheaper by the Dozen,Comedy,4e+07,138614544,203912741,51597569,190212113
2003-07-18,Bad Boys II,Action,1.3e+08,138540870,206088154,134731112,273271982
2003-04-11,Anger Management,Comedy,5.6e+07,135560942,201655323,60100000,195660942
2003-03-07,Bringing Down the House,Comedy,2e+07,132675402,197362909,3.2e+07,164675402
2003-06-20,Hulk,Action,1.37e+08,132177234,196621853,112898200,245075434
2003-06-06,2 Fast 2 Furious,Action,7.6e+07,127120058,189098983,109290549,236410607
2003-12-12,Something's Gotta Give,Romantic Comedy,8e+07,124685242,183602562,1.42e+08,266685242
2003-07-25,Seabiscuit,Drama,8.6e+07,120277854,178920787,28437488,148715342
2003-08-08,S.W.A.T.,Action,7e+07,116877597,173862693,90277151,207154748
2003-07-25,Spy Kids 3-D: Game Over,Adventure,4e+07,111760631,166247343,56091364,167851995
2003-12-05,The Last Samurai,Action,1.4e+08,111110575,164374389,345700000,456810575
2003-08-06,Freaky Friday,Comedy,2.6e+07,110222438,163960917,50600000,160822438
2003-10-24,Scary Movie 3,Comedy,4.5e+07,110000082,163613123,45199918,155200000
2003-05-30,The Italian Job,Adventure,6e+07,106126012,157869040,70136827,176262839
2003-02-07,How to Lose a Guy in 10 Days,Romantic Comedy,5e+07,105807520,157395262,73083262,178890782
2003-08-01,American Wedding,Comedy,5.5e+07,104354205,155233367,22070910,126425115
2003-05-09,Daddy Day Care,Comedy,6e+07,104148781,154927786,60136806,164285587
2003-02-14,Daredevil,Action,8e+07,102543518,152539855,80239000,182782518
2003-11-21,The Cat in the Hat,Adventure,1.09e+08,101018283,150200479,32800000,133818283
2003-06-27,Charlie's Angels: Full Throttle,Action,1.2e+08,100814328,149967582,126385672,227200000
2003-12-25,Cold Mountain,Drama,8e+07,95632614,140021835,69541295,165173909
2003-11-14,Master and Commander: The Far Side of…,Adventure,1.35e+08,93926386,139250477,118985751,212912137
2003-07-02,"Legally Blonde 2: Red, White & Blonde",Comedy,2.5e+07,90639088,134831272,34700000,125339088
2003-10-08,Mystic River,Drama,3e+07,90135191,132536576,66686829,156822020
2003-10-24,Brother Bear,Adventure,0,85336277,126855094,165061521,250397798
2003-08-15,Freddy vs. Jason,Horror,2.5e+07,82622655,122906330,31953748,114576403
2003-10-03,School of Rock,Comedy,2e+07,81261177,120836673,50683495,131944672
2003-10-17,The Texas Chainsaw Massacre,Horror,9e+06,80571655,119850942,27395664,107967319
2003-11-26,The Haunted Mansion,Adventure,9e+07,75817994,112551344,79932634,155750628
2003-02-21,Old School,Comedy,2.4e+07,75155000,111797730,11610463,86765463
2003-10-10,Kill Bill: Volume 1,Action,5.5e+07,70098138,104256229,106371290,176469428
2003-04-18,Holes,Drama,2e+07,67383924,100237777,3848290,71232214
2003-01-17,Kangaroo Jack,Adventure,6e+07,66723216,99254925,2.4e+07,90723216
2003-07-11,The League of Extraordinary Gentlemen,Adventure,7.8e+07,66465204,98871116,112800000,179265204
2003-12-10,Big Fish,Drama,7e+07,66432867,96323107,57521456,123954323
2003-07-25,Lara Croft: Tomb Raider: The Cradle o…,Adventure,9e+07,65653758,97664041,91439185,157092943
2003-12-19,Mona Lisa Smile,Drama,6.5e+07,63803100,94316204,77402069,141205169
2003-02-07,Shanghai Knights,Adventure,5e+07,60470220,89953205,27846615,88316835
2003-11-26,Bad Santa,Black Comedy,1.8e+07,60060328,89207610,17086703,77147031
2003-11-21,Gothika,Horror,4e+07,59588068,88582141,81896744,141484812
2003-11-07,Love Actually,Romantic Comedy,4.5e+07,59472278,88380639,189301966,248774244
2003-08-15,Open Range,Western,2.6e+07,58331254,86771367,10282738,68613992
2003-09-12,Once Upon a Time in Mexico,Action,2.9e+07,56330657,83795354,41082870,97413527
2003-01-10,Just Married,Romantic Comedy,1.9e+07,56127162,83492643,45437773,101564935
2003-12-25,Paycheck,Thriller/Suspense,6e+07,53789313,79361923,45030476,98819789
2003-01-31,The Recruit,Thriller/Suspense,0,52784696,78520510,48389744,101174440
2003-10-24,Radio,Drama,3.5e+07,52333738,77826734,959890,53293628
2003-04-25,Identity,Thriller/Suspense,2.8e+07,52131264,77548493,30052419,82183683
2003-09-19,Underworld,Action,2.2e+07,51970690,77306259,43737767,95708457
2003-10-17,Runaway Jury,Thriller/Suspense,0,49440996,73528507,17897223,67338219
2003-12-25,Peter Pan,Adventure,1e+08,48417850,71410619,46837635,95255485
2003-02-14,The Jungle Book 2,Adventure,2e+07,47901582,71256577,92220643,140122225
2003-09-26,The Rundown,Action,8.5e+07,47641743,70870050,33190150,80831893
2003-03-14,Agent Cody Banks,Adventure,2.5e+07,47545060,70726225,10695398,58240458
2003-01-31,Final Destination 2,Horror,2.6e+07,46896664,69761699,43500000,90396664
2003-04-04,Phone Booth,Thriller/Suspense,1.1e+07,46566212,69270134,51270926,97837138
2003-06-27,28 Days Later…,Horror,8e+06,45064915,67036855,37890718,82955633
2003-09-12,Lost in Translation,Drama,4e+06,44585453,65763142,72499844,117085297
2003-03-07,Tears of the Sun,Action,7.5e+07,43632458,64905987,4.2e+07,85632458
2003-09-26,Under the Tuscan Sun,Comedy,1.8e+07,43601508,64847942,13888516,57490024
2003-05-02,The Lizzie McGuire Movie,Adventure,1.5e+07,42734455,63570157,12800000,55534455
2003-09-19,Secondhand Lions,Drama,3e+07,42070939,62583134,5831627,47902566
2003-10-03,Out of Time,Thriller/Suspense,5e+07,41083108,61112978,14406718,55489826
2003-06-13,Rugrats Go Wild,Adventure,2.5e+07,39402572,58613774,16040460,55443032
2003-03-28,Head of State,Comedy,35200000,37788228,56212335,495537,38283765
2003-10-10,Good Boy!,Adventure,1.7e+07,37667746,56033043,7644471,45312217
2003-08-15,Uptown Girls,Comedy,0,37095657,55182095,0,37095657
2003-09-12,Matchstick Men,Comedy,0,36873198,54851173,22292102,59165300
2003-01-17,National Security,Action,0,36288951,53982070,18310349,54599300
2003-04-04,What a Girl Wants,Comedy,2.5e+07,35990505,53538109,0,35990505
2003-08-29,Jeepers Creepers II,Horror,2.5e+07,35623801,52992616,84300000,119923801
2003-10-10,Intolerable Cruelty,Romantic Comedy,6e+07,35327628,52550682,8.6e+07,121327628
2003-02-28,Cradle 2 the Grave,Action,2.5e+07,34657731,51555524,21777211,56434942
2003-12-24,Monster,Drama,5e+06,34469210,49808499,29771603,64240813
2003-04-18,Malibu's Most Wanted,Comedy,1.5e+07,34308901,51036618,190303,34499204
2003-03-14,The Hunted,Action,5.5e+07,34234008,50925211,12979087,47213095
2003-12-12,Stuck On You,Comedy,5.5e+07,33832741,50194147,29704423,63537164
2003-03-21,Dreamcatcher,Drama,6.8e+07,33685268,50108923,4.2e+07,75685268
2003-03-12,Bend it Like Beckham,Drama,5600000,32543449,48410399,42022593,74566042
2003-01-24,Darkness Falls,Horror,7e+06,32539681,48404793,14750077,47289758
2003-03-28,The Core,Action,8.5e+07,31111260,46279926,43021371,74132631
2003-12-19,Calendar Girls,Comedy,1e+07,31011616,45094361,62063000,93074616
2003-12-05,Honey,Drama,1.8e+07,30272254,44969068,32374509,62646763
2003-09-19,The Fighting Temptations,Comedy,0,30238577,44981760,358496,30597073
2003-06-13,Hollywood Homicide,Action,7.5e+07,30207785,44935951,20201968,50409753
2003-07-18,Johnny English,Adventure,4.5e+07,28013509,41671830,135113167,163126676
2003-11-26,The Missing,Western,6.5e+07,26900336,39982349,11353097,38253433
2003-03-28,Basic,Thriller/Suspense,5e+07,26599248,39568033,15999250,42598498
2003-04-04,A Man Apart,Action,3.6e+07,26500000,39420396,17297731,43797731
2003-07-02,Sinbad: Legend of the Seven Seas,Adventure,6e+07,26483452,39395774,54284432,80767884
2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,Comedy,3e+07,26214846,38996205,0,26214846
2004-05-19,Shrek 2,Adventure,7e+07,441226247,637326797,495781885,937008132
2004-06-30,Spider-Man 2,Adventure,2e+08,373524485,539535364,421586185,795110670
2004-02-25,The Passion of the Christ,Drama,2.5e+07,370782930,535552433,251558994,622341924
2004-12-22,Meet the Fockers,Comedy,6e+07,279167575,397982279,237400000,516567575
2004-11-05,The Incredibles,Adventure,9.2e+07,261441092,377196169,353285660,614726752
2004-06-04,Harry Potter and the Prisoner of Azkaban,Adventure,1.3e+08,249538952,360445152,547149597,796688549
2004-05-28,The Day After Tomorrow,Adventure,1.25e+08,186740799,269736709,369578651,556319450
2004-11-10,The Polar Express,Adventure,1.7e+08,186493587,264917603,124140582,310634169
2004-07-23,The Bourne Supremacy,Thriller/Suspense,8.5e+07,176087450,254348530,134913674,311001124
2004-11-19,National Treasure,Adventure,1e+08,173005002,249063119,158318408,331323410
2004-10-01,Shark Tale,Adventure,7.5e+07,161412000,233121366,210505043,371917043
2004-07-16,"I, Robot",Action,1.05e+08,144801023,209157033,203828562,348629585
2004-05-14,Troy,Action,1.5e+08,133298577,192542387,350862688,484161265
2004-12-10,Ocean's Twelve,Adventure,1.1e+08,125531634,180488554,237457442,362989076
2004-02-13,50 First Dates,Romantic Comedy,7.5e+07,120776832,174455422,75543497,196320329
2004-05-07,Van Helsing,Action,1.7e+08,120150546,173550789,1.8e+08,300150546
2004-06-23,Fahrenheit 9/11,Documentary,6e+06,119114517,172054297,102034442,221148959
2004-12-17,Lemony Snicket's A Series of Unfortun…,Adventure,1e+08,118627117,170268154,94328907,212956024
2004-06-18,Dodgeball: A True Underdog Story,Comedy,3e+07,114326736,165138615,53464968,167791704
2004-07-30,The Village,Thriller/Suspense,71682975,114197520,164951967,143444114,257641634
2004-10-22,The Grudge,Horror,1e+07,110359362,159407960,76921753,187281115
2004-12-17,The Aviator,Drama,1.1e+08,102608827,145009836,105762065,208370892
2004-12-15,Million Dollar Baby,Drama,3e+07,100492203,140676555,131436024,231928227
2004-08-06,Collateral,Action,6e+07,100170152,144690217,117500000,217670152
2004-08-11,The Princess Diaries 2: Royal Engagement,Romantic Comedy,4.5e+07,95149435,137438071,26922000,122071435
2004-03-05,Starsky & Hutch,Comedy,6e+07,88200225,127400318,8.2e+07,170200225
2004-01-16,Along Came Polly,Romantic Comedy,4.2e+07,88073507,127217285,84970903,173044410
2004-04-30,Mean Girls,Comedy,1.8e+07,86047227,124290437,44905799,130953026
2004-11-19,SpongeBob SquarePants: The Movie,Adventure,3e+07,85416609,123221051,56634646,142051255
2004-03-26,Scooby-Doo 2: Monsters Unleashed,Adventure,2.5e+07,84185387,121601114,9.7e+07,181185387
2004-07-09,Anchorman: The Legend of Ron Burgundy,Comedy,2.5e+07,84136909,121531086,5339356,89476265
2004-06-25,The Notebook,Drama,3e+07,81001787,117002581,35023236,116025023
2004-08-13,AVP: Alien Vs. Predator,Horror,7e+07,80281096,115961577,92262423,172543519
2004-04-23,Man on Fire,Thriller/Suspense,6e+07,77906816,112532059,53061763,130968579
2004-06-18,The Terminal,Drama,7.5e+07,77073959,111329047,141600000,218673959
2004-06-11,Garfield: The Movie,Adventure,5e+07,75367693,108864441,132726857,208094550
2004-10-29,Ray,Drama,4e+07,75305995,108608796,49517099,124823094
2004-10-01,Ladder 49,Action,6e+07,74541707,107641112,27791141,102332848
2004-11-24,Christmas with the Kranks,Comedy,5e+07,73701902,106430135,22767285,96469187
2004-10-22,Sideways,Drama,1.7e+07,71502303,101068318,38290889,109793192
2004-06-23,White Chicks,Comedy,2e+07,69148997,99881883,42300000,111448997
2004-03-05,Hidalgo,Western,7.8e+07,67286731,97191941,40800000,108086731
2004-09-24,The Forgotten,Thriller/Suspense,5e+07,66711892,96361615,50500000,117211892
2004-04-16,Kill Bill: Volume 2,Action,5.5e+07,66207920,95633655,87328062,153535982
2004-07-30,The Manchurian Candidate,Thriller/Suspense,8e+07,65948711,95259247,30200000,96148711
2004-01-01,Barbershop 2: Back in Business,Comedy,1.8e+07,65070412,93990593,772000,65842412
2004-02-06,Miracle,Drama,2.8e+07,64378093,92990573,96612,64474705
2004-10-08,Friday Night Lights,Drama,3e+07,61255921,88480771,694849,61950770
2004-04-02,Hellboy,Action,6e+07,59623958,86123491,40200000,99823958
2004-06-11,The Stepford Wives,Comedy,1e+08,59475623,85909233,36746348,96221971
2004-03-19,Dawn of the Dead,Horror,2.8e+07,58990765,85208882,44462110,103452875
2004-08-20,Without a Paddle,Comedy,3e+07,58156435,84001538,6964845,65121280
2004-01-23,The Butterfly Effect,Thriller/Suspense,1.3e+07,57924679,83668976,37713913,95638592
2004-10-15,Shall We Dance?,Romantic Comedy,4e+07,57887882,83582559,60210000,118097882
2004-06-11,The Chronicles of Riddick,Adventure,1.2e+08,57712751,83362856,49500000,107212751
2004-04-23,13 Going On 30,Comedy,3.7e+07,57139723,82535150,40518989,97658712
2004-10-29,Saw,Horror,1200000,55968727,80561176,47911300,103880027
2004-08-27,Jet Li's Hero,Action,1.7e+07,53652140,77497535,123883818,177535958
2004-12-08,Blade: Trinity,Action,6.5e+07,52397389,75490533,78955776,131353165
2004-07-07,King Arthur,Adventure,9e+07,51877963,74934833,1.52e+08,203877963
2004-11-12,Finding Neverland,Drama,2.5e+07,51676606,73427110,63359502,115036108
2004-07-16,A Cinderella Story,Romantic Comedy,1.9e+07,51438175,74299577,18725930,70164105
2004-12-22,The Phantom of the Opera,Musical,5.5e+07,51225796,72413276,102544256,153770052
2004-09-10,Resident Evil: Apocalypse,Horror,5e+07,50740078,73291215,74428656,125168734
2004-04-02,Home on the Range,Adventure,1.1e+08,50026353,72260284,26456108,76482461
2004-12-25,Fat Albert,Comedy,4.5e+07,48114556,68832273,449000,48563556
2004-03-12,Secret Window,Thriller/Suspense,4e+07,47958031,69272709,44153520,92111551
2004-04-02,Walking Tall,Action,5.6e+07,46213824,66753296,1100000,47313824
2004-12-29,In Good Company,Comedy,2.6e+07,45489752,63667392,1.8e+07,63489752
2004-06-11,Napoleon Dynamite,Comedy,4e+05,44540956,64331073,1581757,46122713
2004-12-17,Spanglish,Comedy,7.5e+07,42044321,60233003,12300000,54344321
2004-08-20,Exorcist: The Beginning,Horror,7.8e+07,41814863,60399244,2142678,43957541
2004-11-12,Bridget Jones: The Edge Of Reason,Romantic Comedy,5e+07,40203020,58056370,223691531,263894551
2004-07-23,Catwoman,Action,1e+08,40202379,58070103,41943000,82145379
2004-01-30,You Got Served,Drama,8e+06,40066497,57873821,10745361,50811858
2004-03-26,The Ladykillers,Comedy,3.5e+07,39692139,57333083,37700000,77392139
2004-09-17,Sky Captain and the World of Tomorrow,Adventure,7e+07,37760080,54542336,11970774,49730854
2004-05-28,Raising Helen,Comedy,5e+07,37485528,54145755,12443152,49928680
2004-10-06,Taxi,Action,0,36609966,52869889,31500000,68109966
2004-01-01,Beauty Shop,Comedy,2.5e+07,36351350,50869202,2e+06,38351350
2004-03-19,Eternal Sunshine of the Spotless Mind,Comedy,2e+07,34366518,49640518,38204244,72570762
2004-11-24,Alexander,Action,1.55e+08,34297191,49527003,1.33e+08,167297191
2004-12-03,Closer,Drama,3.5e+07,33987757,48799258,82189938,116177695
2004-04-16,The Punisher,Action,3.3e+07,33664370,48626307,20869404,54533774
2004-10-15,Team America: World Police,Comedy,2e+07,32774834,47340296,18173977,50948811
2004-03-19,Taking Lives,Thriller/Suspense,0,32682342,47207827,31550021,64232363
2004-09-10,Cellular,Thriller/Suspense,4.5e+07,32003620,46227442,29472364,61475984
2004-08-27,Anacondas: The Hunt for the Blood Orchid,Horror,2.5e+07,31526393,45538116,38800000,70326393
2004-04-07,Johnson Family Vacation,Comedy,1.2e+07,31203964,45072384,82795,31286759
2004-08-06,Open Water,Thriller/Suspense,5e+05,30500882,44056828,25017759,55518641
2004-02-20,Confessions of a Teenage Drama Queen,Comedy,1.5e+07,29331068,42367095,3787786,33118854
2004-11-12,After the Sunset,Action,5.7e+07,28328132,40908752,10000982,38329114
2004-04-02,The Prince & Me,Romantic Comedy,3e+07,28165882,40684045,1190875,29356757
2004-07-28,Garden State,Drama,2500000,26782316,38684291,9246486,36028802
2004-03-26,Jersey Girl,Comedy,3.5e+07,25266129,36495512,11800000,37066129
2004-02-27,Twisted,Thriller/Suspense,5e+07,25195050,36392842,14924798,40119848
2004-12-10,The Life Aquatic with Steve Zissou,Comedy,5e+07,24006726,34261202,10800000,34806726
2004-06-16,Around the World in 80 Days,Adventure,1.1e+08,24004159,34672674,4.8e+07,72004159
2004-12-22,Hotel Rwanda,Drama,17500000,23519128,32931328,13002095,36521223
2004-03-12,Agent Cody Banks 2: Destination London,Adventure,2.6e+07,23514247,33965022,5188836,28703083
2005-05-19,Star Wars Ep. III: Revenge of the Sith,Adventure,1.15e+08,380270577,532141501,468728300,848998877
2005-12-09,"The Chronicles of Narnia: The Lion, t…",Adventure,1.8e+08,291710957,405998947,428828615,720539572
2005-11-18,Harry Potter and the Goblet of Fire,Adventure,1.5e+08,290013036,405392189,606898042,896911078
2005-06-29,War of the Worlds,Action,1.32e+08,234280354,327846297,372556181,606836535
2005-12-14,King Kong,Adventure,2.07e+08,218080025,303693137,332437332,550517357
2005-07-15,Wedding Crashers,Comedy,4e+07,209218368,292775149,7.4e+07,283218368
2005-07-15,Charlie and the Chocolate Factory,Adventure,1.5e+08,206459076,288913869,269366408,475825484
2005-06-15,Batman Begins,Action,1.5e+08,205343774,287353143,153798948,359142722
2005-05-27,Madagascar,Adventure,7.5e+07,193595521,270912918,362964045,556559566
2005-06-10,Mr. and Mrs. Smith,Action,1.1e+08,186336279,260754509,299787811,486124090
2005-02-11,Hitch,Romantic Comedy,5.5e+07,177784257,248787013,1.89e+08,366784257
2005-05-27,The Longest Yard,Comedy,8.2e+07,158119460,221268569,33439045,191558505
2005-07-08,Fantastic Four,Action,87500000,154696080,216477970,178436670,333132750
2005-11-04,Chicken Little,Adventure,6e+07,135386665,189353892,174657158,310043823
2005-03-11,Robots,Adventure,8e+07,128200012,179400009,132500000,260700012
2005-11-18,Walk the Line,Drama,2.9e+07,119519402,166421747,68188093,187707495
2005-03-04,The Pacifier,Comedy,5.6e+07,113006880,158139109,8.5e+07,198006880
2005-12-21,Fun With Dick And Jane,Comedy,1.4e+08,110550000,153192172,92468919,203018919
2005-08-19,The 40 Year-old Virgin,Comedy,2.6e+07,109449237,153160624,67894993,177344230
2005-09-23,Flightplan,Thriller/Suspense,5.5e+07,89706988,125516609,124685916,214392904
2005-10-28,Saw II,Horror,5e+06,87025093,121780487,65900000,152925093
2005-12-09,Brokeback Mountain,Drama,13900000,83043761,114140568,93968412,177012173
2005-05-13,Monster-in-Law,Comedy,4.5e+07,82931301,116052066,7.3e+07,155931301
2005-01-21,Are We There Yet?,Romantic Comedy,2e+07,82674398,115692557,15440073,98114471
2005-12-21,Cheaper by the Dozen 2,Adventure,6e+07,82571173,114583255,52444157,135015330
2005-08-05,The Dukes of Hazzard,Comedy,5.3e+07,80270227,112328224,29578234,109848461
2005-06-24,La marche de l'empereur,Documentary,3400000,77437223,108363789,55839136,133276359
2005-02-18,Constantine,Action,7.5e+07,75976178,106319230,145618733,221594911
2005-03-18,The Ring Two,Horror,5e+07,75941727,106271026,8.6e+07,161941727
2005-09-09,The Exorcism of Emily Rose,Horror,1.8e+07,75072454,105054586,69456624,144529078
2005-08-12,Four Brothers,Drama,3e+07,74494381,104245644,1.8e+07,92494381
2005-04-01,Sin City,Action,4e+07,74103820,103699102,84424098,158527918
2005-04-22,The Interpreter,Thriller/Suspense,9e+07,72708161,101746046,90045676,162753837
2005-03-25,Guess Who,Comedy,3.5e+07,68915888,96439233,33200000,102115888
2005-04-08,Sahara,Adventure,1.45e+08,68671925,96097835,5.3e+07,121671925
2005-01-14,Coach Carter,Drama,4.5e+07,67264877,94128848,9400630,76665507
2005-06-22,Herbie: Fully Loaded,Adventure,5e+07,66010682,92373760,78100000,144110682
2005-04-15,The Amityville Horror,Horror,18500000,65233369,91286004,43942304,109175673
2005-07-29,Sky High,Adventure,3.5e+07,63939454,89475328,19169905,83109359
2005-06-24,Bewitched,Comedy,8e+07,63313159,88598906,67846147,131159306
2005-11-04,Jarhead,Drama,7.2e+07,62647540,87661693,34300000,96947540
2005-06-03,Cinderella Man,Drama,8.8e+07,61649911,86271397,43371577,105021488
2005-12-16,The Family Stone,Comedy,1.8e+07,60062868,83575149,32294631,92357499
2005-08-19,Red Eye,Thriller/Suspense,2.6e+07,57891803,81012394,38774683,96666486
2005-12-09,Memoirs of a Geisha,Drama,8.5e+07,57010853,78916786,104500000,161510853
2005-01-07,White Noise,Drama,1e+07,56094360,78497098,3.6e+07,92094360
2005-10-05,Wallace & Gromit: The Curse of the We…,Adventure,3e+07,56068547,78459496,141524605,197593152
2005-03-04,Be Cool,Comedy,7.5e+07,55849401,78154309,39094616,94944017
2005-05-06,Crash,Drama,7303082,55334418,77433651,45838620,101173038
2005-11-23,"Yours, Mine and Ours",Comedy,4.5e+07,53359917,74592017,1.9e+07,72359917
2005-09-23,Corpse Bride,Adventure,3e+07,53359111,74669455,61411543,114770654
2005-05-13,Kicking and Screaming,Comedy,4.5e+07,52842724,73946832,3e+06,55842724
2005-01-28,Hide and Seek,Thriller/Suspense,2.5e+07,51100486,71508786,72596255,123696741
2005-04-29,The Hitchhiker's Guide to the Galaxy,Adventure,4.5e+07,51019112,71394912,51727102,102746214
2005-11-23,Syriana,Thriller/Suspense,5e+07,50824620,70730935,41866339,92690959
2005-02-25,Diary of a Mad Black Woman,Drama,5500000,50406346,70537425,52010,50458356
2005-01-14,Racing Stripes,Adventure,3e+07,49772522,69650471,40183018,89955540
2005-03-24,Miss Congeniality 2: Armed and Fabulous,Comedy,6e+07,48478006,67838953,52904390,101382396
2005-09-16,Just Like Heaven,Romantic Comedy,5.8e+07,48318130,67615223,52368953,100687083
2005-08-12,The Skeleton Key,Horror,4e+07,47907715,67040901,44349203,92256918
2005-05-06,Kingdom of Heaven,Adventure,1.1e+08,47398413,66328199,171454940,218853353
2005-12-23,Munich,Drama,7.5e+07,47379090,65310866,84113682,131492772
2005-02-04,Boogeyman,Horror,2e+07,46752382,65424157,20440477,67192859
2005-10-28,The Legend of Zorro,Adventure,8e+07,45575336,63777023,95900000,141475336
2005-07-29,Must Love Dogs,Romantic Comedy,3.5e+07,43894863,61425412,14510450,58405313
2005-09-02,The Transporter 2,Action,3.2e+07,43095856,60307301,45882602,88978458
2005-12-25,Rumor Has It,Comedy,7e+07,42996140,59612736,45937422,88933562
2005-04-08,Fever Pitch,Comedy,4e+07,42071069,58873241,8e+06,50071069
2005-06-10,The Adventures of Sharkboy and Lavagi…,Adventure,5e+07,39177684,54824308,30248282,69425966
2005-06-01,The Sisterhood of the Traveling Pants,Drama,2.5e+07,39053061,54649913,2507056,41560117
2005-11-11,Pride & Prejudice,Drama,2.8e+07,38372662,53560480,88176945,126549607
2005-08-26,The Brothers Grimm,Adventure,8e+07,37899638,53035843,67400000,105299638
2005-11-11,Derailed,Action,2.2e+07,36020063,50395433,21500000,57520063
2005-07-22,The Island,Action,1.2e+08,35818913,50124118,127200000,163018913
2005-12-23,The Ringer,Comedy,0,35428675,49110032,5013762,40442437
2005-03-11,Hostage,Action,7.5e+07,34636443,48469404,4.3e+07,77636443
2005-09-23,Magnificent Desolation,Documentary,0,34126126,44571302,5720770,39846896
2005-08-31,The Constant Gardener,Drama,25500000,33579798,46990762,52721801,86301599
2005-10-21,Dreamer: Inspired by a True Story,Drama,3.2e+07,33022286,46210588,6476074,39498360
2005-10-07,In Her Shoes,Drama,0,32880591,46010853,49322439,82203030
2005-07-22,The Bad News Bears,Comedy,3.5e+07,32868349,45995173,632271,33500620
2005-02-18,Because of Winn-Dixie,Comedy,1.5e+07,32647042,45685484,861443,33508485
2005-11-23,Just Friends,Comedy,0,32596916,45582338,10200763,42797679
2005-07-29,Stealth,Action,1.38e+08,32116746,44943396,44300000,76416746
2005-05-06,House of Wax,Horror,3.5e+07,32064800,44870703,3.8e+07,70064800
2005-02-04,The Wedding Date,Romantic Comedy,1.5e+07,31726995,44397993,15448043,47175038
2005-10-07,"Good Night, and Good Luck",Drama,7e+06,31501218,43845028,25085683,56586901
2005-09-23,A History of Violence,Drama,3.2e+07,31493782,44062802,29984015,61477797
2005-11-09,Get Rich or Die Tryin',Drama,4e+07,30981850,43349965,15685105,46666955
2005-10-14,The Fog,Horror,1.8e+07,29511112,41297135,7537414,37048526
2005-11-23,Rent,Musical,4e+07,29077547,40689445,2593073,31670620
2005-09-30,Capote,Drama,7e+06,28750530,39729493,21173549,49924079
2005-10-21,Doom,Horror,7e+07,28212337,39479661,30544841,58757178
2005-11-11,Zathura,Adventure,6.5e+07,28045540,39246253,30500000,58545540
2005-04-29,XXX: State of the Union,Action,6e+07,26873932,37606734,44200000,71073932
2005-10-14,Elizabethtown,Drama,5.4e+07,26850426,37573841,23868947,50719373
2005-12-02,Aeon Flux,Action,5.5e+07,25857987,36157684,28055586,53913573
2005-09-30,Serenity,Action,3.9e+07,25514517,35704394,14804923,40319440
2005-07-08,Dark Water,Thriller/Suspense,6e+07,25473093,35646430,2.4e+07,49473093
