Released,Title,Genre,ProductionBudget,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office
2015-04-24,The Age of Adaline,Drama,3e+07,42629776,45360501,26427639,69057415
2015-11-04,Brooklyn,Drama,1.1e+07,38322743,40269918,23753398,62076141
2015-04-10,The Longest Ride,Drama,3.4e+07,37446117,39844794,26356811,63802928
2015-01-23,The Boy Next Door,Thriller/Suspense,4e+06,36006065,38312503,17395873,53401938
2015-10-09,Pan,Adventure,1.5e+08,35088320,37335131,116455315,151543635
2015-05-08,Hot Pursuit,Comedy,3.5e+07,34580201,36795299,11100000,45680201
2015-12-25,Concussion,Drama,3.5e+07,34531832,36280744,15831958,50363790
2015-02-20,The DUFF,Comedy,8500000,34030343,36210222,9498291,43528634
2015-04-01,Woman in Gold,Drama,1.1e+07,33307793,35441385,23793781,57101574
2015-03-06,The Second Best Exotic Marigold Hotel,Comedy,1e+07,33078266,35197150,57306040,90384306
2015-04-17,Unfriended,Horror,1e+06,32789645,34890053,31574553,64364198
2015-06-03,Entourage,Comedy,3e+07,32363404,34436503,14021823,46385227
2015-07-24,Paper Towns,Drama,1.2e+07,32000304,34050147,53511996,85512300
2015-03-06,Chappie,Action,4.9e+07,31569268,33591493,73432788,105002056
2015-10-16,Crimson Peak,Horror,5.5e+07,31090320,33081871,44376275,75466595
2015-09-02,A Walk in the Woods,Adventure,0,29499394,31389026,5729730,35229124
2015-12-25,Point Break,Action,1e+08,28782481,30269023,97920367,126702848
2015-08-21,Sinister 2,Horror,1e+07,27740955,29517947,26363270,54104225
2015-10-23,The Last Witch Hunter,Action,8e+07,27367660,29120746,104203523,131571183
2015-08-26,No Escape,Thriller/Suspense,5e+06,27288872,29036913,15555644,42844516
2015-08-07,Ricki and the Flash,Drama,1.8e+07,26839498,28558758,14326535,41166033
2015-01-02,The Woman in Black 2: Angel of Death,Horror,0,26501323,28707767,16559139,43060462
2015-03-13,Run All Night,Action,5e+07,26461644,28156695,40500000,66961644
2015-11-13,Love the Coopers,Comedy,1.8e+07,26302731,27984651,15924759,42227490
2015-02-27,The Lazarus Effect,Horror,5e+06,25801570,27454335,12557740,38359310
2015-04-10,Ex Machina,Thriller/Suspense,1.3e+07,25440971,27070635,12917421,38358392
2015-12-11,In the Heart of the Sea,Adventure,1e+08,25020758,26570539,64672551,89693309
2015-07-10,The Gallows,Horror,1e+05,22764410,24222624,18989471,41753881
2015-08-21,Hitman: Agent 47,Action,3.5e+07,22467450,23906647,59716848,82184298
2015-01-30,Project Almanac,Adventure,1.2e+07,22348241,23779793,10561196,32909437
2015-01-30,Black or White,Drama,9e+06,21571189,22952965,399832,21971021
2016-12-16,Rogue One: A Star Wars Story,Adventure,2e+08,532177324,547899405,516998253,1049175577
2016-06-17,Finding Dory,Adventure,2e+08,486295561,504285686,535055322,1021350883
2016-05-06,Captain America: Civil War,Action,2.5e+08,408084349,423181108,733962786,1142047135
2016-07-08,The Secret Life of Pets,Adventure,7.5e+07,368384330,382012414,518383092,886767422
2016-04-15,The Jungle Book,Adventure,1.75e+08,364001123,377467054,599818419,963819542
2016-02-12,Deadpool,Action,5.8e+07,363070709,376502223,437958540,801029249
2016-03-04,Zootopia,Adventure,1.5e+08,341268248,353893195,678438346,1019706594
2016-03-25,Batman v Superman: Dawn of Justice,Action,2.5e+08,330360194,342581612,537462569,867822763
2016-08-05,Suicide Squad,Action,1.75e+08,325100054,337126874,4.21e+08,746100054
2016-12-21,Sing,Adventure,7.5e+07,270329045,276488490,364218900,634547945
2016-11-23,Moana,Musical,1.5e+08,248757044,256527522,388762444,637519488
2016-11-18,Fantastic Beasts and Where to Find Them,Adventure,1.8e+08,234037575,242275287,568400093,802437668
2016-11-04,Doctor Strange,Action,1.65e+08,232641920,241154566,443844537,676486457
2016-12-25,Hidden Figures,Drama,2.5e+07,169607287,169680790,62164429,231771716
2016-07-29,Jason Bourne,Action,1.2e+08,162192920,168193115,254004139,416197059
2016-07-22,Star Trek Beyond,Adventure,1.85e+08,158848340,164724802,176953893,335802233
2016-05-27,X-Men: Apocalypse,Action,1.78e+08,155442489,161192954,387266290,542708779
2016-11-04,Trolls,Adventure,1.25e+08,153707064,159261013,190820361,344527425
2016-12-09,La La Land,Musical,2e+07,151101803,152369533,277079213,428181016
2016-01-29,Kung Fu Panda 3,Adventure,1.4e+08,143528619,148838340,374754660,518283279
2016-07-15,Ghostbusters,Comedy,1.44e+08,128350574,133098798,100683476,229034050
2016-06-17,Central Intelligence,Comedy,5e+07,127440871,132155450,89755940,217196811
2016-07-01,The Legend of Tarzan,Adventure,1.8e+08,126643061,131328120,222490017,349133078
2016-09-09,Sully,Drama,6e+07,125070033,129693436,113482049,238552082
2016-07-29,Bad Moms,Comedy,2e+07,113257297,117447161,67741780,180999077
2016-05-20,The Angry Birds Movie,Adventure,7.3e+07,107509366,111486587,245320162,352829528
2016-06-24,Independence Day: Resurgence,Action,1.65e+08,103144286,106960020,281260687,384404973
2016-06-10,The Conjuring 2: The Enfield Poltergeist,Horror,4e+07,102470008,106260809,208800000,311270008
2016-11-11,Arrival,Drama,4.7e+07,100546139,103956685,102616072,203162211
2016-12-21,Passengers,Thriller/Suspense,1.1e+08,100014699,102063441,202224973,302239672
2016-08-12,Sausage Party,Comedy,1.9e+07,97670358,101283589,43684036,141354394
2016-09-23,The Magnificent Seven,Western,9e+07,93432655,96888666,69093583,162526238
2016-01-15,Ride Along 2,Comedy,4e+07,90862685,94224073,33964631,124827316
2016-08-26,Don’t Breathe,Horror,1e+07,89217875,92518419,69829774,159047649
2016-09-30,Miss Peregrine’s Home for Peculiar …,Adventure,1.1e+08,87242834,90459302,209400000,296642834
2016-10-14,The Accountant,Thriller/Suspense,4e+07,86260045,89436246,66795246,153055291
2016-06-03,Teenage Mutant Ninja Turtles: Out of …,Adventure,1.35e+08,82051601,85087034,163457752,245509353
2016-07-01,The Purge: Election Year,Horror,1e+07,79042440,81966550,39514684,118557124
2016-05-27,Alice Through the Looking Glass,Adventure,1.7e+08,77042381,79892498,199891706,276934087
2016-08-12,Pete’s Dragon,Adventure,6.5e+07,76233151,79053337,61535824,137768975
2016-10-07,The Girl on the Train,Thriller/Suspense,4.5e+07,75395035,78184215,98753100,174148135
2016-10-21,Tyler Perry’s Boo! A Madea Halloween,Comedy,2e+07,73206343,75914554,0,73206343
2016-09-23,Storks,Adventure,7e+07,72679278,75358208,110709675,183388953
2016-03-11,10 Cloverfield Lane,Thriller/Suspense,5e+06,72082999,74749647,36203423,108286422
2016-07-22,Lights Out,Horror,5e+06,67268835,69757394,81600000,148868835
2016-11-04,Hacksaw Ridge,Drama,4e+07,67209615,69599683,101730968,168940583
2016-03-18,The Divergent Series: Allegiant,Action,1.1e+08,66184051,68632475,105687610,171871661
2016-06-10,Now You See Me 2,Thriller/Suspense,9e+07,65075540,67482952,263276545,328352085
2016-07-22,Ice Age: Collision Course,Adventure,1.05e+08,64063008,66432968,338477215,402540223
2016-04-08,The Boss,Comedy,2.9e+07,63077560,65411061,15574835,78652395
2016-03-04,London Has Fallen,Action,6e+07,62524260,64837295,131569908,194094168
2016-03-16,Miracles from Heaven,Drama,1.3e+07,61705123,63987854,12093597,73798720
2016-09-30,Deepwater Horizon,Drama,1.56e+08,61433527,63706205,61197779,122631306
2016-12-23,Why Him?,Comedy,3.8e+07,60323786,61457058,57115752,117439538
2016-03-25,My Big Fat Greek Wedding 2,Comedy,1.8e+07,59689605,61897772,32368209,92057814
2016-10-21,Jack Reacher: Never Go Back,Action,6e+07,58697076,60863989,101341331,160038407
2016-12-16,Fences,Drama,2.4e+07,57682904,58783236,6599977,64282881
2016-06-03,Me Before You,Drama,2e+07,56245075,58325819,152069111,208314186
2016-07-01,The BFG,Adventure,1.4e+08,55483770,57536343,144189827,199673597
2016-05-20,Neighbors 2: Sorority Rising,Comedy,3.5e+07,55340730,57388015,53417791,108758521
2016-06-24,The Shallows,Drama,1.3e+07,55121623,57160796,63685022,118806645
2016-12-09,Office Christmas Party,Comedy,4.5e+07,54767494,56659265,36567495,91334989
2016-12-21,Assassin’s Creed,Action,1.25e+08,54647948,55995099,186138820,240786768
2016-04-15,Barbershop: The Next Cut,Comedy,2e+07,54030051,56028854,374151,54404202
2016-01-15,13 Hours: The Secret Soldiers of Beng…,Drama,5e+07,52853219,54808476,16558151,69411370
2016-11-25,Lion,Drama,1.2e+07,51739495,51935699,97833530,149573025
2016-08-19,Kubo and the Two Strings,Adventure,5.5e+07,48023088,49799664,29525476,77548564
2016-04-22,The Huntsman: Winter’s War,Action,1.15e+08,48003015,49778845,117146287,165149302
2016-11-18,Manchester by the Sea,Drama,8500000,47695371,48748613,30038496,77733867
2016-06-10,Warcraft,Action,1.6e+08,47225655,48972729,378321456,425547111
2016-02-12,How to be Single,Romantic Comedy,3.7e+07,46843513,48576452,53177762,100021275
2016-07-08,Mike and Dave Need Wedding Dates,Comedy,3.3e+07,46009673,47711762,29900000,75909673
2016-08-19,War Dogs,Comedy,5e+07,43034523,44626548,43200000,86234523
2016-11-11,Almost Christmas,Drama,1.7e+07,42065185,43619038,428321,42493506
2016-05-13,Money Monster,Thriller/Suspense,2.7e+07,41012075,42529282,52457624,93469699
2016-11-23,Allied,Drama,1.06e+08,40098064,41562988,79182770,119280834
2016-07-27,Nerve,Thriller/Suspense,2e+07,38583626,40010990,30595853,69179479
2016-02-19,Risen,Drama,2e+07,36880033,38244375,9375730,46255763
2016-05-20,The Nice Guys,Black Comedy,5e+07,36261763,37603236,22311894,58573657
2016-01-22,The Boy,Horror,1e+07,35819556,37144671,32401396,68220952
2016-01-22,Dirty Grandpa,Comedy,11500000,35593113,36909846,69648297,105241410
2016-10-21,Ouija: Origin of Evil,Horror,9e+06,35144505,36444644,46687361,81831866
2016-01-22,The 5th Wave,Action,3.8e+07,34912982,36204553,76423416,111336398
2016-10-28,Inferno,Thriller/Suspense,7.5e+07,34343574,35609572,185217614,219561188
2016-04-29,Mother’s Day,Romantic Comedy,2.5e+07,32492859,33694899,19874675,52367534
2016-12-21,Patriots Day,Thriller/Suspense,4e+07,31886361,31909618,20951628,52837989
2016-02-26,Gods of Egypt,Adventure,1.4e+08,31153464,32305957,107434099,138587563
2016-12-16,Collateral Beauty,Drama,3.6e+07,31016021,31916552,54299049,85315070
2016-02-05,"Hail, Caesar!",Comedy,2.2e+07,30080225,31193014,34091194,64171419
2016-09-09,When the Bough Breaks,Thriller/Suspense,1e+07,29747603,30848090,1020846,30768449
2016-02-12,Zoolander 2,Comedy,5e+07,28848693,29915928,26500000,55348693
2016-10-21,Moonlight,Drama,1500000,27854931,28321412,37390752,65245683
2016-01-29,The Finest Hours,Thriller/Suspense,7e+07,27569558,28589471,21683203,49252761
2016-08-12,Florence Foster Jenkins,Drama,2.9e+07,27383770,28396804,28633921,56017691
2016-08-12,Hell or High Water,Western,1.2e+07,27007844,28006977,10576460,37584304
2016-01-08,The Forest,Thriller/Suspense,1e+07,26594261,27578095,14154969,40749230
2016-08-19,Ben-Hur,Drama,9.5e+07,26410477,27387509,65440839,91851316
2016-02-19,The Witch,Horror,3500000,25138705,26068686,15315815,40454520
2016-09-16,Bridget Jones’s Baby,Romantic Comedy,3.5e+07,24139805,25032830,181796732,205936537
2016-10-14,Kevin Hart: What Now?,Concert/Performance,1e+07,23591043,24463773,0,23591043
2017-12-15,Star Wars Ep. VIII: The Last Jedi,Adventure,3.17e+08,620181382,620181382,696583402,1316764784
2017-03-17,Beauty and the Beast,Musical,1.6e+08,504014165,504014165,755185541,1259199706
2017-06-02,Wonder Woman,Action,1.5e+08,412563408,412563408,408569970,821133378
2017-12-20,Jumanji: Welcome to the Jungle,Adventure,9e+07,404508916,404508916,557249624,961758540
2017-05-05,Guardians of the Galaxy Vol 2,Action,2e+08,389813101,389813101,472504158,862317259
2017-07-07,Spider-Man: Homecoming,Action,1.75e+08,334201140,334201140,545869746,880070886
2017-09-08,It,Horror,3.5e+07,327481748,327481748,369977480,697459228
2017-11-03,Thor: Ragnarok,Action,1.8e+08,315058289,315058289,531921735,846980024
2017-06-30,Despicable Me 3,Adventure,7.5e+07,264624300,264624300,770123890,1034748190
2017-11-17,Justice League,Action,3e+08,229024295,229024295,426929151,655953446
2017-03-03,Logan,Action,1.27e+08,226277068,226277068,389199897,615476965
2017-04-14,The Fate of the Furious,Action,2.5e+08,225764765,225764765,1009143255,1234908020
2017-11-22,Coco,Musical,1.75e+08,209726015,209726015,589738726,799464741
2017-07-21,Dunkirk,Action,1.5e+08,190068280,190068280,309832580,499900860
2017-02-24,Get Out,Horror,5e+06,176040665,176040665,79327469,255368134
2017-02-10,The Lego Batman Movie,Adventure,8e+07,175750384,175750385,134942512,310692896
2017-03-31,The Boss Baby,Adventure,1.25e+08,175003033,175003033,335885324,510888357
2017-12-20,The Greatest Showman,Musical,8.4e+07,174340174,174340175,212613163,386953337
2017-05-26,Pirates of the Caribbean: Dead Men Te…,Adventure,2.3e+08,172558876,172558876,615682261,788241137
2017-03-10,Kong: Skull Island,Adventure,1.85e+08,168052812,168052815,393037129,561089941
2017-06-16,Cars 3,Adventure,1.75e+08,152901115,152901115,230648036,383549151
2017-07-14,War for the Planet of the Apes,Action,1.52e+08,146880162,146880162,342712105,489592267
2017-01-20,Split,Horror,5e+06,138141585,138141585,140164642,278306227
2017-11-17,Wonder,Drama,2e+07,132422809,132422809,172661837,305084646
2017-06-21,Transformers: The Last Knight,Action,2.17e+08,130168683,130168683,472724657,602893340
2017-07-21,Girls Trip,Comedy,2.8e+07,115108515,115108515,25777838,140886353
2017-02-10,Fifty Shades Darker,Drama,5.5e+07,114434010,114434010,267003472,381437482
2017-06-28,Baby Driver,Thriller/Suspense,3.4e+07,107825862,107825862,120278323,228104185
2017-12-22,Pitch Perfect 3,Comedy,4.5e+07,104897530,104897530,80838882,185736412
2017-11-10,Daddy’s Home 2,Comedy,7e+07,104029443,104029443,71780367,175809810
2017-11-10,Murder on the Orient Express,Drama,5.5e+07,102826543,102826543,243098380,345924923
2017-08-11,Annabelle: Creation,Horror,1.5e+07,102092201,102092201,203293687,305385888
2017-09-22,Kingsman: The Golden Circle,Action,1.04e+08,100234838,100234838,308587490,408822328
2017-10-06,Blade Runner 2049,Thriller/Suspense,1.85e+08,92054159,92054159,167289900,259344059
2017-02-10,John Wick: Chapter Two,Action,4e+07,92029184,92029184,79341313,171370497
2017-07-28,The Emoji Movie,Adventure,5e+07,86089513,86089513,130418868,216508381
2017-03-24,Power Rangers,Action,1.2e+08,85364450,85364450,57169693,142534143
2017-12-15,Ferdinand,Adventure,1.11e+08,84410380,84410382,205456707,289867087
2017-12-22,The Post,Drama,5e+07,81903458,81903458,97865999,179769457
2017-06-09,The Mummy,Adventure,1.95e+08,80101125,80101125,329852780,409953905
2017-08-18,The Hitman’s Bodyguard,Action,3e+07,75468583,75468583,97310709,172779292
2017-05-19,Alien: Covenant,Horror,9.7e+07,74262031,74262031,164259216,238521247
2017-06-02,Captain Underpants: The First Epic Movie,Adventure,3.8e+07,73921000,73921000,52656874,126577874
2017-11-01,A Bad Moms Christmas,Comedy,2.8e+07,72110659,72110659,55600000,127710659
2017-01-27,A Dog’s Purpose,Drama,2.5e+07,64321890,64321890,139356512,203678402
2017-12-01,The Shape of Water,Drama,19500000,63859435,63859435,125398758,189258193
2017-09-22,The Lego Ninjago Movie,Adventure,7e+07,59281555,59281555,63457991,122739546
2017-05-25,Baywatch,Comedy,6e+07,58060186,58060186,117809573,175869759
2017-03-03,The Shack,Drama,0,57386418,57386418,39529249,96915667
2017-11-22,Darkest Hour,Drama,3e+07,56443120,56443120,93912708,150355828
2017-10-13,Happy Death Day,Horror,5e+06,55683845,55683845,69329155,125013000
2017-11-10,"Three Billboards Outside Ebbing, Miss…",Black Comedy,1.2e+07,54513740,54513740,98952413,153466153
2017-07-28,Atomic Blonde,Thriller/Suspense,3e+07,51573925,51573925,46771498,98345423
2017-09-29,American Made,Thriller/Suspense,5e+07,51342000,51342000,84205797,135547797
2017-08-04,The Dark Tower,Western,6e+07,50701325,50701328,62741910,113443235
2017-11-03,Lady Bird,Drama,1e+07,48958273,48958273,29652496,78610769
2017-10-20,Tyler Perry’s Boo 2! A Madea Halloween,Comedy,2e+07,47319572,47319572,560000,47879572
2017-05-12,Snatched,Comedy,4.2e+07,45852178,45852182,11999999,57852177
2017-02-17,The Great Wall,Action,1.5e+08,45157105,45157105,289393001,334550106
2017-04-07,Smurfs: The Lost Village,Adventure,6e+07,45020282,45020286,152402156,197422438
2017-04-07,Going in Style,Comedy,2.4e+07,45018541,45018541,33654562,78673103
2017-06-16,All Eyez on Me,Drama,4.5e+07,44922302,44922302,9954553,54876855
2017-01-20,xXx: Return of Xander Cage,Action,8.5e+07,44898413,44898413,300146063,345044476
2017-06-16,47 Meters Down,Horror,0,44307193,44307193,17388171,61695364
2017-06-23,The Big Sick,Romantic Comedy,5e+06,42872467,42872467,11084564,53957031
2017-11-17,The Star,Adventure,2e+07,40847995,40847995,21910015,62758010
2017-03-31,Ghost in the Shell,Action,1.1e+08,40563557,40563557,127355290,167918847
2017-07-21,Valerian and the City of a Thousand P…,Adventure,1.8e+08,40479370,40479370,174619129,215098499
2017-05-12,King Arthur: Legend of the Sword,Adventure,1.75e+08,39175066,39175067,100775642,139950708
2017-10-27,Jigsaw,Horror,1e+07,38052832,38052832,64417472,102470304
2017-09-15,American Assassin,Thriller/Suspense,6.3e+07,36249674,36249674,32060500,68310174
2017-10-13,The Foreigner,Action,3.5e+07,34393507,34393507,106390139,140783646
2017-05-19,"Everything, Everything",Drama,1e+07,34121140,34121144,27483299,61604439
2017-08-04,Wind River,Thriller/Suspense,0,33800859,33800862,11197393,44998252
2017-10-20,Geostorm,Action,1e+08,33700160,33700160,187100000,220800160
2017-01-13,Monster Trucks,Adventure,1.25e+08,33370166,33370166,28272632,61642798
2017-02-17,Fist Fight,Comedy,2.5e+07,32187017,32187017,8100000,40287017
2017-04-28,How to Be a Latin Lover,Comedy,1e+07,32149404,32149404,30406824,62556228
2017-08-04,Kidnap,Thriller/Suspense,2.1e+07,30718107,30718107,4117973,34836080
2017-01-06,Underworld: Blood Wars,Action,3.5e+07,30353973,30353973,50691175,81045148
2017-10-06,The Mountain Between Us,Thriller/Suspense,0,30348555,30348555,32269378,62617933
2017-03-24,Life,Thriller/Suspense,5.8e+07,30234022,30234022,70695781,100929803
2017-12-08,"I, Tonya",Black Comedy,1.1e+07,30014534,30014534,23782875,53797409
2017-12-22,Hostiles,Western,0,29819114,29819114,5638882,35457996
2017-12-25,Molly’s Game,Drama,3e+07,28780744,28780744,24516101,53296845
2017-08-11,The Nut Job 2: Nutty by Nature,Adventure,4e+07,28370522,28370522,29084036,57454558
2017-02-03,Rings,Horror,2.5e+07,27793018,27793018,55140183,82933201
2017-08-18,Logan Lucky,Comedy,2.9e+07,27778642,27778642,16475065,44253707
2017-09-08,Home Again,Romantic Comedy,1.5e+07,27020284,27020284,10316777,37337061
2017-01-27,Resident Evil: The Final Chapter,Action,4e+07,26844692,26844692,287265262,314109954
2017-06-30,The House,Comedy,4e+07,25584504,25584504,5608239,31192743
2017-12-25,All the Money in the World,Thriller/Suspense,0,25106325,25106325,28350429,53456754
2017-04-07,Gifted,Drama,0,24801212,24801216,12163444,36964656
2017-12-22,Downsizing,Comedy,6.8e+07,24449754,24449754,24231380,48681134
2017-01-13,The Bye Bye Man,Thriller/Suspense,7400000,22395806,22395806,8795936,31191742
2017-09-22,Victoria and Abdul,Drama,0,22245070,22245070,44053661,66298731
2017-06-16,Rough Night,Black Comedy,2e+07,22105643,22105643,24738714,46844357
2017-10-06,My Little Pony: The Movie,Adventure,0,21885107,21885107,39415751,61300858
2017-08-25,Ballerina,Adventure,3e+07,21858070,21858070,75050087,96908157
2017-12-01,The Disaster Artist,Comedy,0,21120616,21120616,5586194,26706810
2018-02-16,Black Panther,Action,2e+08,700059566,700059566,647011693,1347071259
2018-04-27,Avengers: Infinity War,Action,3e+08,678815482,678815482,1329609642,2008425124
2018-06-15,Incredibles 2,Adventure,2e+08,608300732,608300732,630024333,1238325065
2018-06-22,Jurassic World: Fallen Kingdom,Action,1.7e+08,416769345,416769345,888096977,1304866322
2018-05-18,Deadpool 2,Action,1.1e+08,318491426,318491426,415318175,733809601
2018-07-27,Mission: Impossible—Fallout,Action,1.78e+08,220159104,220159104,567818966,787978070
2018-07-06,Ant-Man and the Wasp,Action,1.3e+08,216648740,216648740,400611590,617260330
2018-05-25,Solo: A Star Wars Story,Adventure,2.5e+08,213767512,213767512,171561550,385329062
2018-10-05,Venom,Action,1.16e+08,207110335,207113981,465550935,672661270
2018-04-06,A Quiet Place,Horror,1.7e+07,188024361,188024361,146500000,334524361
2018-10-05,A Star is Born,Drama,3.6e+07,179327720,179345551,144411931,323739651
2018-08-15,Crazy Rich Asians,Romantic Comedy,3e+07,173550440,173550440,62400000,235950440
2018-07-13,Hotel Transylvania 3: Summer Vacation,Adventure,6.5e+07,167450959,167450959,359572395,527023354
2018-10-19,Halloween,Horror,1e+07,157430875,157430875,88084515,245515390
2018-08-10,The Meg,Action,1.5e+08,143005856,143005856,384165032,527170888
2018-06-08,Ocean’s 8,Action,7e+07,139377762,139377762,156900000,296277762
2018-03-29,Ready Player One,Adventure,1.5e+08,137018455,137018455,441603274,578621729
2018-07-20,Mamma Mia: Here We Go Again!,Musical,0,120634935,120634935,272058927,392693862
2018-09-07,The Nun,Horror,0,117387575,117387575,246483918,363871493
2018-02-09,Peter Rabbit,Adventure,5e+07,115234093,115234093,231900808,347134901
2018-11-02,Bohemian Rhapsody,Drama,0,104782117,104782117,185095389,289877506
2018-07-20,The Equalizer 2,Action,7.7e+07,102084362,102084362,87986264,190070626
2018-03-09,A Wrinkle in Time,Adventure,1.03e+08,100478608,100478608,32923274,133401882
2018-02-09,Fifty Shades Freed,Drama,5.5e+07,100407760,100407760,270942859,371350619
2018-04-13,Rampage,Action,1.2e+08,99345950,99345950,325400000,424745950
2018-08-03,Christopher Robin,Adventure,7.5e+07,99126667,99126667,87972874,187099541
2018-03-16,I Can Only Imagine,Drama,7e+06,83482352,83482352,1946248,85428600
2018-09-28,Smallfoot,Adventure,8e+07,80705863,80719655,123592937,204298800
2018-11-09,Dr. Seuss’ The Grinch,Adventure,7.5e+07,78238450,78238450,13099054,91337504
2018-09-28,Night School,Comedy,2.9e+07,76111170,76111170,20730823,96841993
2018-07-04,The First Purge,Horror,1.3e+07,69086325,69086325,67157795,136244120
2018-02-23,Game Night,Comedy,3.7e+07,69001013,69001013,48200000,117201013
2018-05-18,Book Club,Comedy,1e+07,68566296,68566296,21177161,89743457
2018-09-21,The House with a Clock in its Walls,Horror,0,67862820,67862820,58016158,125878978
2018-07-13,Skyscraper,Action,1.25e+08,67796355,67796355,236307258,304103613
2018-01-05,Insidious: The Last Key,Horror,1e+07,67347895,67347895,100140258,167488153
2018-04-06,Blockers,Comedy,2.1e+07,59839515,59839515,33630715,93470230
2018-03-23,Pacific Rim: Uprising,Action,1.55e+08,59185715,59185715,231055623,290241338
2018-01-26,Maze Runner: The Death Cure,Thriller/Suspense,6.1e+07,58032443,58032443,207846398,265878841
2018-03-16,Tomb Raider,Action,9e+07,57421715,57421715,215227270,272648985
2018-06-15,Tag,Comedy,2.8e+07,54547470,54547470,22297318,76844788
2018-09-14,A Simple Favor,Thriller/Suspense,2e+07,53474688,53474688,36178894,89653582
2018-05-11,Life of the Party,Comedy,3e+07,52856061,52856061,12700000,65556061
2018-09-14,The Predator,Action,8.8e+07,51001357,51001357,108677400,159678757
2018-05-04,Overboard,Romantic Comedy,1.2e+07,50316123,50316123,35054056,85370179
2018-06-29,Sicario: Day of the Soldado,Action,3.5e+07,50065850,50065850,24787877,74853727
2018-04-20,I Feel Pretty,Comedy,3.2e+07,48795601,48795601,42774097,91569698
2018-08-10,BlacKkKlansman,Thriller/Suspense,0,48271960,48271960,38795967,87067927
2018-03-02,Red Sparrow,Thriller/Suspense,6.9e+07,46874505,46874505,99077356,145951861
2018-05-11,Breaking In,Thriller/Suspense,6e+06,46383120,46383120,4548407,50931527
2018-10-12,Goosebumps 2: Haunted Halloween,Horror,3.5e+07,46099649,46099649,43535823,89635472
2018-01-19,12 Strong,Drama,3.5e+07,45500164,45500164,25298665,70798829
2018-01-19,Den of Thieves,Action,3e+07,44947622,44947622,34476699,79424321
2018-06-08,Hereditary,Horror,1e+07,44069456,44069456,26021323,70090779
2018-10-12,First Man,Drama,6e+07,43875375,43875375,50034765,93910140
2018-03-30,Acrimony,Thriller/Suspense,2e+07,43549096,43549096,3078740,46627836
2018-03-23,Sherlock Gnomes,Adventure,5.9e+07,43242871,43242871,44383230,87626101
2018-06-29,Uncle Drew,Comedy,0,42469946,42469946,1677123,44147069
2018-03-16,"Love, Simon",Drama,1e+07,40826341,40826341,24695316,65521657
2018-04-13,Truth or Dare,Thriller/Suspense,3500000,40717020,40717020,53716617,94433637
2018-01-12,Paddington 2,Adventure,0,40442052,40442052,152704112,193146164
2018-11-02,The Nutcracker and the Four Realms,Adventure,132900000,37480712,37480712,61397289,98878001
2018-01-12,The Commuter,Action,4e+07,36343858,36343858,65641573,101985431
2018-02-09,The 15:17 to Paris,Drama,3e+07,36250957,36250957,19819940,56070897
2018-08-17,Mile 22,Action,3.5e+07,36108758,36108758,29700000,65808758
2018-08-17,Alpha,Adventure,0,35829745,35829745,62276864,98106609
2018-09-07,Peppermint,Action,2.5e+07,35418723,35418723,13200000,48618723
2018-03-02,Death Wish,Action,3e+07,34017028,34017028,14559351,48576379
2018-08-03,The Spy Who Dumped Me,Comedy,0,33562069,33562069,43562920,77124989
2018-02-23,Annihilation,Thriller/Suspense,5.5e+07,32732301,32732301,10338614,43070915
2018-03-23,Isle of Dogs,Comedy,0,32015231,32015231,26444863,58460094
2018-06-01,Adrift,Drama,3.5e+07,31445011,31445011,26481136,57926147
2018-04-20,Super Troopers 2,Comedy,0,30617396,30617396,958239,31575635
2018-08-10,Slender Man,Horror,0,30564825,30564825,21142165,51706990
2018-07-27,Teen Titans Go! To The Movies,Adventure,1e+07,29562341,29562341,21831277,51393618
2018-10-05,The Hate U Give,Drama,0,27039388,27039388,2110080,29149468
2018-08-24,Searching,Thriller/Suspense,0,26015149,26015149,44094379,70109528
2018-11-02,Nobody’s Fool,Drama,1.9e+07,25218465,25218465,265000,25483465
2018-02-02,Winchester,Thriller/Suspense,3500000,25091816,25091816,19286224,44378040
2018-03-09,The Strangers: Prey at Night,Horror,0,24431472,24431472,5523276,29954748
2018-09-14,White Boy Rick,Drama,3e+07,24004833,24004833,0,24004833
2018-06-08,Won’t You Be My Neighbor?,Documentary,0,22609437,22609437,8634,22618071
2018-01-12,Proud Mary,Action,3e+07,20868638,20868638,840901,21709539
2018-08-24,The Happytime Murders,Black Comedy,0,20706452,20706452,6800000,27506452
2018-06-13,Superfly,Action,1.6e+07,20537137,20537137,186444,20723581
2018-05-18,Show Dogs,Comedy,0,17744685,17744685,18123379,35868064
2018-10-12,Bad Times at the El Royale,Thriller/Suspense,3.2e+07,17713078,17713078,10493369,28206447
2018-08-29,Operation Finale,Drama,0,17611990,17611990,0,17611990
2018-03-23,"Paul, Apostle of Christ",Drama,5e+06,17547999,17547999,6694350,24242349
2018-07-06,Sorry to Bother You,Comedy,0,17493096,17493096,0,17493096
2018-04-06,Chappaquiddick,Thriller/Suspense,0,17395521,17395521,752570,18148091
2018-01-19,Forever My Girl,Drama,3500000,16376066,16376066,0,16376066
2018-10-26,Hunter Killer,Thriller/Suspense,0,15328941,15328941,13576070,28905011
2018-05-04,RBG,Documentary,0,14017361,14017361,240804,14258165
2018-07-13,Eighth Grade,Drama,0,13539710,13539710,0,13539710
